actor_grad_norm,actor_loss,batch_in_epoch,batch_size,critic_grad_norm,critic_loss,critic_loss_unweighted,epoch,local_step,q1,reference_deviation_abs_max,reference_deviation_abs_mean,reference_deviation_penalty,reference_deviation_penalty_coef,reference_deviation_penalty_w,rl_loss,rl_loss_w,step,target_q_clip
0.089928,-0.218257,48.0,256.0,21.952881,2.058094,2.058094,0.0,48.0,,1.877983,0.134145,0.029699,10.0,0.296992,-0.515249,-0.515249,48.0,
,,49.0,256.0,,2.185105,2.185105,0.0,49.0,0.491294,,,,,,,,49.0,0.316406
0.067995,-0.249622,50.0,256.0,26.665539,2.404351,2.404351,0.0,50.0,,1.600865,0.126543,0.02348,10.0,0.234799,-0.484421,-0.484421,50.0,
,,51.0,256.0,,2.239702,2.239702,0.0,51.0,0.488596,,,,,,,,51.0,0.300781
0.069,-0.162467,52.0,256.0,17.74094,1.969351,1.969351,0.0,52.0,,1.724856,0.135655,0.03088,10.0,0.308805,-0.471271,-0.471271,52.0,
,,53.0,256.0,,2.110735,2.110735,0.0,53.0,0.501551,,,,,,,,53.0,0.292969
0.069933,-0.185983,54.0,256.0,20.173157,1.945419,1.945419,0.0,54.0,,1.755173,0.141468,0.034014,10.0,0.340139,-0.526122,-0.526122,54.0,
,,55.0,256.0,,2.155267,2.155267,0.0,55.0,0.470399,,,,,,,,55.0,0.304688
0.066076,-0.23863,56.0,256.0,13.103749,2.319021,2.319021,0.0,56.0,,1.691215,0.134219,0.027827,10.0,0.278269,-0.516899,-0.516899,56.0,
,,57.0,256.0,,2.122035,2.122035,0.0,57.0,0.517959,,,,,,,,57.0,0.3125
0.066311,-0.241602,58.0,256.0,13.245208,2.417058,2.417058,0.0,58.0,,1.995274,0.128796,0.025456,10.0,0.254562,-0.496164,-0.496164,58.0,
,,59.0,256.0,,2.03977,2.03977,0.0,59.0,0.473994,,,,,,,,59.0,0.308594
0.065833,-0.144218,60.0,256.0,11.417654,2.173036,2.173036,0.0,60.0,,1.658297,0.137563,0.032605,10.0,0.326055,-0.470273,-0.470273,60.0,
,,61.0,256.0,,2.554308,2.554308,0.0,61.0,0.486044,,,,,,,,61.0,0.273438
0.084733,-0.182742,62.0,256.0,17.000937,2.106398,2.106398,0.0,62.0,,1.916806,0.133434,0.028977,10.0,0.289772,-0.472514,-0.472514,62.0,
,,63.0,256.0,,2.239636,2.239636,0.0,63.0,0.512108,,,,,,,,63.0,0.339844
0.07327,-0.234588,64.0,256.0,14.473867,1.930042,1.930042,0.0,64.0,,1.697645,0.132212,0.02851,10.0,0.285103,-0.519691,-0.519691,64.0,
,,65.0,256.0,,1.92496,1.92496,0.0,65.0,0.498342,,,,,,,,65.0,0.316406
0.084771,-0.139963,66.0,256.0,9.348467,2.106574,2.106574,0.0,66.0,,3.623266,0.138119,0.036898,10.0,0.368978,-0.508941,-0.508941,66.0,
,,67.0,256.0,,2.125006,2.125006,0.0,67.0,0.504799,,,,,,,,67.0,0.332031
0.067712,-0.228592,68.0,256.0,15.611571,1.931623,1.931623,0.0,68.0,,3.10217,0.132514,0.028465,10.0,0.284646,-0.513237,-0.513237,68.0,
,,69.0,256.0,,2.045584,2.045584,0.0,69.0,0.527399,,,,,,,,69.0,0.296875
0.076272,-0.263449,70.0,256.0,10.601797,2.10227,2.10227,0.0,70.0,,1.916575,0.127257,0.023707,10.0,0.237067,-0.500517,-0.500517,70.0,
,,71.0,256.0,,1.950898,1.950898,0.0,71.0,0.481948,,,,,,,,71.0,0.332031
0.080852,-0.170464,72.0,256.0,10.913711,1.986742,1.986742,0.0,72.0,,1.777945,0.136938,0.030702,10.0,0.307023,-0.477487,-0.477487,72.0,
,,73.0,256.0,,2.206345,2.206345,0.0,73.0,0.533132,,,,,,,,73.0,0.308594
0.067105,-0.200079,74.0,256.0,13.165942,1.828774,1.828774,0.0,74.0,,1.606584,0.13597,0.030313,10.0,0.303129,-0.503208,-0.503208,74.0,
,,75.0,256.0,,2.235064,2.235064,0.0,75.0,0.491308,,,,,,,,75.0,0.300781
0.076653,-0.223923,76.0,256.0,13.747157,2.313569,2.313569,0.0,76.0,,1.588223,0.130719,0.026815,10.0,0.268151,-0.492074,-0.492074,76.0,
,,77.0,256.0,,1.983086,1.983086,0.0,77.0,0.576511,,,,,,,,77.0,0.378906
0.070392,-0.197815,78.0,256.0,14.24597,2.000616,2.000616,0.0,78.0,,1.562309,0.135474,0.030591,10.0,0.305912,-0.503727,-0.503727,78.0,
,,79.0,256.0,,2.156401,2.156401,0.0,79.0,0.554594,,,,,,,,79.0,0.335938
0.078446,-0.228793,80.0,256.0,14.580874,2.459452,2.459452,0.0,80.0,,1.816993,0.125946,0.023476,10.0,0.234761,-0.463555,-0.463555,80.0,
,,81.0,256.0,,1.855952,1.855952,0.0,81.0,0.537131,,,,,,,,81.0,0.351562
0.060954,-0.172158,82.0,256.0,15.294646,2.104108,2.104108,0.0,82.0,,2.94882,0.137928,0.033711,10.0,0.337106,-0.509264,-0.509264,82.0,
,,83.0,256.0,,2.165663,2.165663,0.0,83.0,0.593354,,,,,,,,83.0,0.34375
0.074953,-0.191259,84.0,256.0,15.104679,2.039944,2.039944,0.0,84.0,,1.761522,0.130863,0.027926,10.0,0.279258,-0.470516,-0.470516,84.0,
,,85.0,256.0,,2.35452,2.35452,0.0,85.0,0.500014,,,,,,,,85.0,0.3125
0.066383,-0.306817,86.0,256.0,17.35902,2.012153,2.012153,0.0,86.0,,1.609373,0.127173,0.024756,10.0,0.247557,-0.554374,-0.554374,86.0,
,,87.0,256.0,,2.088336,2.088336,0.0,87.0,0.536819,,,,,,,,87.0,0.355469
0.076838,-0.181138,88.0,256.0,10.35095,2.287808,2.287808,0.0,88.0,,4.510528,0.134222,0.034565,10.0,0.345653,-0.526791,-0.526791,88.0,
,,89.0,256.0,,2.065906,2.065906,0.0,89.0,0.543518,,,,,,,,89.0,0.320312
0.085741,-0.202287,90.0,256.0,10.136048,2.247929,2.247929,0.0,90.0,,1.581758,0.131022,0.0273,10.0,0.272998,-0.475285,-0.475285,90.0,
,,91.0,256.0,,2.308568,2.308568,0.0,91.0,0.578047,,,,,,,,91.0,0.34375
0.093746,-0.013763,92.0,256.0,30.025093,2.120155,2.120155,0.0,92.0,,4.380017,0.14317,0.045656,10.0,0.456561,-0.470324,-0.470324,92.0,
,,93.0,256.0,,2.207494,2.207494,0.0,93.0,0.569851,,,,,,,,93.0,0.367188
0.062029,-0.281938,94.0,256.0,19.869904,2.50871,2.50871,0.0,94.0,,4.823313,0.122897,0.026101,10.0,0.261005,-0.542943,-0.542943,94.0,
,,95.0,256.0,,2.616189,2.616189,0.0,95.0,0.575888,,,,,,,,95.0,0.351562
0.078146,-0.139214,96.0,256.0,15.872508,2.100077,2.100077,0.0,96.0,,1.697035,0.134286,0.029102,10.0,0.291019,-0.430233,-0.430233,96.0,
,,97.0,256.0,,2.221255,2.221255,0.0,97.0,0.472848,,,,,,,,97.0,0.3125
0.069521,-0.241686,98.0,256.0,35.216488,2.267715,2.267715,0.0,98.0,,1.718645,0.135432,0.030292,10.0,0.302918,-0.544604,-0.544604,98.0,
,,99.0,256.0,,1.919512,1.919512,0.0,99.0,0.572319,,,,,,,,99.0,0.375
0.103265,-0.184238,100.0,256.0,13.247519,2.174227,2.174227,0.0,100.0,,2.91623,0.130574,0.028733,10.0,0.28733,-0.471567,-0.471567,100.0,
,,101.0,256.0,,2.418633,2.418633,0.0,101.0,0.561842,,,,,,,,101.0,0.316406
0.079125,-0.224874,102.0,256.0,5.641098,2.199094,2.199094,0.0,102.0,,1.53486,0.135429,0.029315,10.0,0.293147,-0.518021,-0.518021,102.0,
,,103.0,256.0,,2.73692,2.73692,0.0,103.0,0.538066,,,,,,,,103.0,0.351562
0.065606,-0.193639,104.0,256.0,17.671455,1.953195,1.953195,0.0,104.0,,1.8847,0.138407,0.032362,10.0,0.323624,-0.517263,-0.517263,104.0,
,,105.0,256.0,,1.996854,1.996854,0.0,105.0,0.546534,,,,,,,,105.0,0.34375
0.075505,-0.217075,106.0,256.0,18.511541,2.379624,2.379624,0.0,106.0,,1.840157,0.12914,0.026205,10.0,0.262046,-0.479121,-0.479121,106.0,
,,107.0,256.0,,2.508832,2.508832,0.0,107.0,0.529995,,,,,,,,107.0,0.328125
0.066984,-0.218666,108.0,256.0,17.124559,2.393781,2.393781,0.0,108.0,,1.458738,0.133327,0.028323,10.0,0.283233,-0.501899,-0.501899,108.0,
,,109.0,256.0,,2.385172,2.385172,0.0,109.0,0.527132,,,,,,,,109.0,0.304688
0.065424,-0.155387,110.0,256.0,12.081988,2.107204,2.107204,0.0,110.0,,2.125936,0.139098,0.032215,10.0,0.322152,-0.477539,-0.477539,110.0,
,,111.0,256.0,,2.352365,2.352365,0.0,111.0,0.464668,,,,,,,,111.0,0.308594
0.075265,-0.243847,112.0,256.0,10.544723,2.108222,2.108222,0.0,112.0,,1.487461,0.127771,0.025758,10.0,0.257582,-0.501429,-0.501429,112.0,
,,113.0,256.0,,2.326095,2.326095,0.0,113.0,0.540724,,,,,,,,113.0,0.347656
0.077942,-0.345658,114.0,256.0,22.303854,2.421931,2.421931,0.0,114.0,,1.975775,0.125661,0.022781,10.0,0.227815,-0.573473,-0.573473,114.0,
,,115.0,256.0,,2.315484,2.315484,0.0,115.0,0.535829,,,,,,,,115.0,0.367188
0.063832,-0.178374,116.0,256.0,20.283573,2.121419,2.121419,0.0,116.0,,1.669804,0.134822,0.03161,10.0,0.316096,-0.494471,-0.494471,116.0,
,,117.0,256.0,,2.041118,2.041118,0.0,117.0,0.523416,,,,,,,,117.0,0.324219
0.070708,-0.16728,118.0,256.0,19.557938,2.162782,2.162782,0.0,118.0,,5.106719,0.129151,0.033523,10.0,0.335232,-0.502512,-0.502512,118.0,
,,119.0,256.0,,2.453641,2.453641,0.0,119.0,0.494236,,,,,,,,119.0,0.269531
0.074857,-0.146016,120.0,256.0,22.842466,1.977439,1.977439,0.0,120.0,,5.09964,0.129567,0.033764,10.0,0.337641,-0.483656,-0.483656,120.0,
,,121.0,256.0,,2.159396,2.159396,0.0,121.0,0.562849,,,,,,,,121.0,0.335938
0.064237,-0.218081,122.0,256.0,20.096968,2.375109,2.375109,0.0,122.0,,1.818122,0.131383,0.026898,10.0,0.268984,-0.487065,-0.487065,122.0,
,,123.0,256.0,,2.238462,2.238462,0.0,123.0,0.523175,,,,,,,,123.0,0.285156
0.084363,-0.23487,124.0,256.0,17.259567,1.887333,1.887333,0.0,124.0,,1.996909,0.129135,0.026707,10.0,0.267071,-0.501941,-0.501941,124.0,
,,125.0,256.0,,2.254806,2.254806,0.0,125.0,0.491595,,,,,,,,125.0,0.296875
0.066704,-0.193311,126.0,256.0,18.090029,2.467513,2.467513,0.0,126.0,,4.461506,0.131235,0.035516,10.0,0.355156,-0.548467,-0.548467,126.0,
,,127.0,256.0,,2.336502,2.336502,0.0,127.0,0.4964,,,,,,,,127.0,0.289062
0.063257,-0.231846,128.0,256.0,15.701424,2.235449,2.235449,0.0,128.0,,1.879052,0.133886,0.029715,10.0,0.297152,-0.528998,-0.528998,128.0,
,,129.0,256.0,,2.308522,2.308522,0.0,129.0,0.559861,,,,,,,,129.0,0.320312
0.069854,-0.330637,130.0,256.0,21.271175,2.226649,2.226649,0.0,130.0,,1.526086,0.123401,0.019339,10.0,0.193395,-0.524032,-0.524032,130.0,
,,131.0,256.0,,2.2719,2.2719,0.0,131.0,0.530255,,,,,,,,131.0,0.308594
0.082566,-0.28226,132.0,256.0,8.824444,2.139733,2.139733,0.0,132.0,,2.695624,0.124006,0.02271,10.0,0.227097,-0.509356,-0.509356,132.0,
,,133.0,256.0,,2.09376,2.09376,0.0,133.0,0.503945,,,,,,,,133.0,0.316406
0.071376,-0.113177,134.0,256.0,16.651438,2.206041,2.206041,0.0,134.0,,5.613495,0.133949,0.038964,10.0,0.389638,-0.502815,-0.502815,134.0,
,,135.0,256.0,,1.953083,1.953083,0.0,135.0,0.558043,,,,,,,,135.0,0.339844
0.067598,-0.271316,136.0,256.0,16.787346,2.266572,2.266572,0.0,136.0,,1.527691,0.128801,0.024855,10.0,0.248552,-0.519868,-0.519868,136.0,
,,137.0,256.0,,2.254735,2.254735,0.0,137.0,0.533706,,,,,,,,137.0,0.328125
0.095138,-0.302026,138.0,256.0,16.254053,2.327765,2.327765,0.0,138.0,,1.781175,0.126554,0.024849,10.0,0.248493,-0.550519,-0.550519,138.0,
,,139.0,256.0,,2.05263,2.05263,0.0,139.0,0.502276,,,,,,,,139.0,0.320312
0.058885,-0.141991,140.0,256.0,14.06778,2.222715,2.222715,0.0,140.0,,1.821747,0.140043,0.034709,10.0,0.34709,-0.489081,-0.489081,140.0,
,,141.0,256.0,,2.160489,2.160489,0.0,141.0,0.556731,,,,,,,,141.0,0.371094
0.093075,-0.245388,142.0,256.0,13.629699,2.140121,2.140121,0.0,142.0,,1.743404,0.131983,0.02688,10.0,0.268798,-0.514186,-0.514186,142.0,
,,143.0,256.0,,2.091839,2.091839,0.0,143.0,0.460647,,,,,,,,143.0,0.277344
0.062853,-0.206913,144.0,256.0,12.85361,1.979542,1.979542,0.0,144.0,,1.717102,0.129454,0.027181,10.0,0.271811,-0.478724,-0.478724,144.0,
,,145.0,256.0,,1.918279,1.918279,0.0,145.0,0.554049,,,,,,,,145.0,0.378906
0.068793,-0.244135,146.0,256.0,17.970732,2.118038,2.118038,0.0,146.0,,3.003709,0.127205,0.026454,10.0,0.264536,-0.508671,-0.508671,146.0,
,,147.0,256.0,,2.178291,2.178291,0.0,147.0,0.591054,,,,,,,,147.0,0.335938
0.069005,-0.313597,148.0,256.0,13.127416,2.0605,2.0605,0.0,148.0,,4.771634,0.125082,0.025995,10.0,0.259953,-0.573549,-0.573549,148.0,
,,149.0,256.0,,2.073742,2.073742,0.0,149.0,0.523389,,,,,,,,149.0,0.328125
0.093363,-0.313333,150.0,256.0,19.639174,2.156843,2.156843,0.0,150.0,,2.133407,0.122733,0.022511,10.0,0.225107,-0.53844,-0.53844,150.0,
,,151.0,256.0,,2.134477,2.134477,0.0,151.0,0.512241,,,,,,,,151.0,0.296875
0.070208,-0.287783,152.0,256.0,30.405437,2.244369,2.244369,0.0,152.0,,1.361515,0.125415,0.023756,10.0,0.237563,-0.525346,-0.525346,152.0,
,,153.0,256.0,,2.183708,2.183708,0.0,153.0,0.490323,,,,,,,,153.0,0.277344
0.072467,-0.244334,154.0,256.0,32.059273,2.330294,2.330294,0.0,154.0,,1.553006,0.132376,0.02643,10.0,0.264295,-0.508629,-0.508629,154.0,
,,155.0,256.0,,2.197376,2.197376,0.0,155.0,0.519546,,,,,,,,155.0,0.339844
0.070955,-0.311737,156.0,256.0,13.829653,2.010395,2.010395,0.0,156.0,,1.500962,0.125005,0.023436,10.0,0.234363,-0.5461,-0.5461,156.0,
,,157.0,256.0,,2.002628,2.002628,0.0,157.0,0.549398,,,,,,,,157.0,0.355469
0.059127,-0.086857,158.0,256.0,12.612184,2.127594,2.127594,0.0,158.0,,1.638624,0.143688,0.037241,10.0,0.372413,-0.45927,-0.45927,158.0,
,,159.0,256.0,,2.078663,2.078663,0.0,159.0,0.52488,,,,,,,,159.0,0.332031
0.067805,-0.268558,160.0,256.0,6.564085,2.025062,2.025062,0.0,160.0,,2.797073,0.124929,0.025831,10.0,0.258314,-0.526872,-0.526872,160.0,
,,161.0,256.0,,2.053015,2.053015,0.0,161.0,0.552483,,,,,,,,161.0,0.371094
0.087605,-0.312209,162.0,256.0,20.634565,1.954836,1.954836,0.0,162.0,,2.073321,0.127636,0.023937,10.0,0.239372,-0.551581,-0.551581,162.0,
,,163.0,256.0,,2.031467,2.031467,0.0,163.0,0.523826,,,,,,,,163.0,0.34375
0.061674,-0.248688,164.0,256.0,17.055698,2.024177,2.024177,0.0,164.0,,2.0042,0.133004,0.029133,10.0,0.291332,-0.54002,-0.54002,164.0,
,,165.0,256.0,,2.058541,2.058541,0.0,165.0,0.549948,,,,,,,,165.0,0.355469
0.061257,-0.190245,166.0,256.0,18.147333,2.315534,2.315534,0.0,166.0,,1.74996,0.136914,0.030453,10.0,0.304532,-0.494777,-0.494777,166.0,
,,167.0,256.0,,2.14925,2.14925,0.0,167.0,0.528674,,,,,,,,167.0,0.347656
0.084414,-0.199789,168.0,256.0,17.721178,2.161623,2.161623,0.0,168.0,,1.77311,0.134844,0.030566,10.0,0.305657,-0.505447,-0.505447,168.0,
,,169.0,256.0,,1.874937,1.874937,0.0,169.0,0.493898,,,,,,,,169.0,0.328125
0.060207,-0.197397,170.0,256.0,21.428183,2.097965,2.097965,0.0,170.0,,1.454416,0.132693,0.028308,10.0,0.283084,-0.480481,-0.480481,170.0,
,,171.0,256.0,,2.176583,2.176583,0.0,171.0,0.531818,,,,,,,,171.0,0.308594
0.070787,-0.014477,172.0,256.0,25.709085,2.014845,2.014845,0.0,172.0,,9.212473,0.136753,0.047875,10.0,0.478746,-0.493223,-0.493223,172.0,
,,173.0,256.0,,2.065441,2.065441,0.0,173.0,0.567887,,,,,,,,173.0,0.359375
0.064711,-0.304893,174.0,256.0,26.698988,1.969126,1.969126,0.0,174.0,,1.413763,0.121404,0.020673,10.0,0.206735,-0.511628,-0.511628,174.0,
,,175.0,256.0,,2.179843,2.179843,0.0,175.0,0.517339,,,,,,,,175.0,0.328125
0.065141,-0.126615,176.0,256.0,24.552811,2.242371,2.242371,0.0,176.0,,1.811177,0.141214,0.035845,10.0,0.358446,-0.485061,-0.485061,176.0,
,,177.0,256.0,,2.258111,2.258111,0.0,177.0,0.518084,,,,,,,,177.0,0.296875
0.068909,-0.228077,178.0,256.0,27.668755,2.198381,2.198381,0.0,178.0,,1.524356,0.126479,0.02473,10.0,0.247304,-0.475381,-0.475381,178.0,
,,179.0,256.0,,2.166632,2.166632,0.0,179.0,0.531886,,,,,,,,179.0,0.3125
0.086152,-0.288539,180.0,256.0,45.386131,2.648862,2.648862,0.0,180.0,,1.703097,0.119754,0.0201,10.0,0.200996,-0.489534,-0.489534,180.0,
,,181.0,256.0,,2.313019,2.313019,0.0,181.0,0.568689,,,,,,,,181.0,0.347656
0.079735,-0.20742,182.0,256.0,19.261795,2.166934,2.166934,0.0,182.0,,1.748673,0.133368,0.030113,10.0,0.301132,-0.508552,-0.508552,182.0,
,,183.0,256.0,,2.144461,2.144461,0.0,183.0,0.568464,,,,,,,,183.0,0.335938
0.059224,-0.145479,184.0,256.0,22.120005,2.321638,2.321638,0.0,184.0,,2.246366,0.13744,0.033757,10.0,0.337574,-0.483053,-0.483053,184.0,
,,185.0,256.0,,2.25456,2.25456,0.0,185.0,0.536623,,,,,,,,185.0,0.332031
0.0655,-0.312881,186.0,256.0,15.604414,1.965842,1.965842,0.0,186.0,,1.733303,0.124155,0.023988,10.0,0.239875,-0.552756,-0.552756,186.0,
,,187.0,256.0,,2.28929,2.28929,0.0,187.0,0.593643,,,,,,,,187.0,0.351562
0.058335,-0.097684,188.0,256.0,18.880369,2.409293,2.409293,0.0,188.0,,1.54625,0.14223,0.035409,10.0,0.354089,-0.451773,-0.451773,188.0,
,,189.0,256.0,,2.112484,2.112484,0.0,189.0,0.579053,,,,,,,,189.0,0.304688
0.064231,-0.226846,190.0,256.0,25.167334,2.460394,2.460394,0.0,190.0,,1.598726,0.132097,0.028048,10.0,0.280485,-0.507331,-0.507331,190.0,
,,191.0,256.0,,2.032799,2.032799,0.0,191.0,0.526696,,,,,,,,191.0,0.324219
0.065034,-0.24962,192.0,256.0,18.876457,2.264489,2.264489,0.0,192.0,,1.400488,0.128669,0.025975,10.0,0.259753,-0.509373,-0.509373,192.0,
,,193.0,256.0,,2.302262,2.302262,0.0,193.0,0.56064,,,,,,,,193.0,0.332031
0.062468,-0.229599,194.0,256.0,13.971904,2.263853,2.263853,0.0,194.0,,1.830949,0.126643,0.02469,10.0,0.246899,-0.476498,-0.476498,194.0,
,,195.0,256.0,,2.23158,2.23158,0.0,195.0,0.490319,,,,,,,,195.0,0.316406
0.077838,-0.295335,196.0,256.0,20.341795,2.258603,2.258603,0.0,196.0,,1.683547,0.121881,0.021517,10.0,0.215169,-0.510505,-0.510505,196.0,
,,197.0,256.0,,2.182796,2.182796,0.0,197.0,0.522781,,,,,,,,197.0,0.34375
0.063277,-0.134557,198.0,256.0,14.494089,2.356338,2.356338,0.0,198.0,,5.567514,0.130439,0.034698,10.0,0.346981,-0.481538,-0.481538,198.0,
,,199.0,256.0,,2.077035,2.077035,0.0,199.0,0.557848,,,,,,,,199.0,0.375
0.067691,-0.244647,200.0,256.0,9.655482,2.173981,2.173981,0.0,200.0,,1.81411,0.127757,0.025935,10.0,0.25935,-0.503997,-0.503997,200.0,
,,201.0,256.0,,2.05254,2.05254,0.0,201.0,0.531392,,,,,,,,201.0,0.34375
0.068691,-0.302227,202.0,256.0,11.838049,1.953795,1.953795,0.0,202.0,,1.534701,0.12335,0.021942,10.0,0.219421,-0.521648,-0.521648,202.0,
,,203.0,256.0,,1.866812,1.866812,0.0,203.0,0.541102,,,,,,,,203.0,0.34375
