actor_grad_norm,actor_loss,batch_in_epoch,batch_size,critic_grad_norm,critic_loss,critic_loss_unweighted,epoch,local_step,q1,reference_deviation_abs_max,reference_deviation_abs_mean,reference_deviation_penalty,reference_deviation_penalty_coef,reference_deviation_penalty_w,rl_loss,rl_loss_w,step,target_q_clip
0.028146,-0.254546,86.0,256.0,27.672569,2.240167,2.240167,0.0,86.0,,1.755945,0.122524,0.0278,10.0,0.278001,-0.532547,-0.532547,86.0,
,,87.0,256.0,,2.214655,2.214655,0.0,87.0,0.530366,,,,,,,,87.0,0.273438
0.036583,-0.271492,88.0,256.0,24.034763,2.057055,2.057055,0.0,88.0,,1.807834,0.119004,0.02458,10.0,0.245802,-0.517294,-0.517294,88.0,
,,89.0,256.0,,1.968542,1.968542,0.0,89.0,0.488468,,,,,,,,89.0,0.304688
0.030264,-0.172332,90.0,256.0,21.902769,2.167798,2.167798,0.0,90.0,,1.650728,0.124837,0.029098,10.0,0.290984,-0.463316,-0.463316,90.0,
,,91.0,256.0,,2.15423,2.15423,0.0,91.0,0.515361,,,,,,,,91.0,0.265625
0.042329,-0.146485,92.0,256.0,23.067093,2.045316,2.045316,0.0,92.0,,4.123515,0.130459,0.03383,10.0,0.338303,-0.484788,-0.484788,92.0,
,,93.0,256.0,,2.112992,2.112992,0.0,93.0,0.508786,,,,,,,,93.0,0.300781
0.078418,-0.317729,94.0,256.0,20.136486,2.194254,2.194254,0.0,94.0,,1.654814,0.107046,0.016446,10.0,0.164457,-0.482185,-0.482185,94.0,
,,95.0,256.0,,2.071866,2.071866,0.0,95.0,0.518808,,,,,,,,95.0,0.289062
0.027847,-0.273189,96.0,256.0,33.176258,1.824214,1.824214,0.0,96.0,,1.98048,0.116199,0.024211,10.0,0.242107,-0.515296,-0.515296,96.0,
,,97.0,256.0,,2.062344,2.062344,0.0,97.0,0.510076,,,,,,,,97.0,0.289062
0.028122,-0.178246,98.0,256.0,26.004507,2.214536,2.214536,0.0,98.0,,1.78747,0.127743,0.029854,10.0,0.29854,-0.476786,-0.476786,98.0,
,,99.0,256.0,,2.144686,2.144686,0.0,99.0,0.525338,,,,,,,,99.0,0.304688
0.035306,-0.280573,100.0,256.0,16.728727,1.994051,1.994051,0.0,100.0,,1.647831,0.119741,0.024208,10.0,0.242079,-0.522652,-0.522652,100.0,
,,101.0,256.0,,1.981529,1.981529,0.0,101.0,0.554856,,,,,,,,101.0,0.308594
0.031985,-0.15879,102.0,256.0,18.683517,2.087319,2.087319,0.0,102.0,,4.056438,0.124964,0.033488,10.0,0.334877,-0.493667,-0.493667,102.0,
,,103.0,256.0,,2.009417,2.009417,0.0,103.0,0.493465,,,,,,,,103.0,0.285156
0.03191,-0.3052,104.0,256.0,37.25631,2.16073,2.16073,0.0,104.0,,1.670146,0.118515,0.022803,10.0,0.228027,-0.533227,-0.533227,104.0,
,,105.0,256.0,,2.020528,2.020528,0.0,105.0,0.495651,,,,,,,,105.0,0.277344
0.025291,-0.257272,106.0,256.0,29.542402,2.272286,2.272286,0.0,106.0,,1.437103,0.11642,0.022357,10.0,0.22357,-0.480842,-0.480842,106.0,
,,107.0,256.0,,2.011238,2.011238,0.0,107.0,0.491297,,,,,,,,107.0,0.289062
0.041777,-0.197424,108.0,256.0,39.107265,2.082659,2.082659,0.0,108.0,,5.107081,0.121116,0.029423,10.0,0.294231,-0.491655,-0.491655,108.0,
,,109.0,256.0,,1.983063,1.983063,0.0,109.0,0.50998,,,,,,,,109.0,0.308594
0.037327,-0.209005,110.0,256.0,28.849834,2.469391,2.469391,0.0,110.0,,3.180741,0.119843,0.028279,10.0,0.282789,-0.491794,-0.491794,110.0,
,,111.0,256.0,,2.049673,2.049673,0.0,111.0,0.497959,,,,,,,,111.0,0.273438
0.036081,-0.183757,112.0,256.0,14.74113,2.070946,2.070946,0.0,112.0,,1.528501,0.122052,0.027097,10.0,0.270967,-0.454725,-0.454725,112.0,
,,113.0,256.0,,2.40326,2.40326,0.0,113.0,0.512881,,,,,,,,113.0,0.257812
0.035157,-0.285878,114.0,256.0,10.934768,1.995506,1.995506,0.0,114.0,,2.692219,0.114565,0.024883,10.0,0.248825,-0.534704,-0.534704,114.0,
,,115.0,256.0,,2.09892,2.09892,0.0,115.0,0.595058,,,,,,,,115.0,0.296875
0.036942,-0.263167,116.0,256.0,9.71111,2.073859,2.073859,0.0,116.0,,1.914063,0.117859,0.024085,10.0,0.240849,-0.504016,-0.504016,116.0,
,,117.0,256.0,,2.415614,2.415614,0.0,117.0,0.493069,,,,,,,,117.0,0.277344
0.049294,-0.280185,118.0,256.0,12.022786,1.761788,1.761788,0.0,118.0,,1.595133,0.117914,0.025033,10.0,0.250328,-0.530513,-0.530513,118.0,
,,119.0,256.0,,2.200801,2.200801,0.0,119.0,0.534487,,,,,,,,119.0,0.277344
0.027879,-0.250485,120.0,256.0,18.685219,1.95779,1.95779,0.0,120.0,,1.627472,0.119608,0.024968,10.0,0.249681,-0.500166,-0.500166,120.0,
,,121.0,256.0,,1.858628,1.858628,0.0,121.0,0.527604,,,,,,,,121.0,0.304688
0.037605,-0.265134,122.0,256.0,18.737289,2.195608,2.195608,0.0,122.0,,1.589899,0.116582,0.023375,10.0,0.233752,-0.498886,-0.498886,122.0,
,,123.0,256.0,,2.05314,2.05314,0.0,123.0,0.541736,,,,,,,,123.0,0.285156
0.050435,-0.256718,124.0,256.0,16.415081,1.940616,1.940616,0.0,124.0,,1.582655,0.120266,0.025501,10.0,0.255009,-0.511728,-0.511728,124.0,
,,125.0,256.0,,2.089127,2.089127,0.0,125.0,0.533552,,,,,,,,125.0,0.246094
0.032857,-0.094736,126.0,256.0,11.490274,2.149791,2.149791,0.0,126.0,,1.953793,0.13086,0.032964,10.0,0.329637,-0.424372,-0.424372,126.0,
,,127.0,256.0,,2.144359,2.144359,0.0,127.0,0.47986,,,,,,,,127.0,0.246094
0.032852,-0.170212,128.0,256.0,11.966981,1.966387,1.966387,0.0,128.0,,1.665302,0.126738,0.03022,10.0,0.302196,-0.472408,-0.472408,128.0,
,,129.0,256.0,,2.17749,2.17749,0.0,129.0,0.536326,,,,,,,,129.0,0.285156
0.02969,-0.17174,130.0,256.0,20.390825,2.119318,2.119318,0.0,130.0,,1.717608,0.123293,0.028955,10.0,0.289547,-0.461288,-0.461288,130.0,
,,131.0,256.0,,1.937191,1.937191,0.0,131.0,0.49012,,,,,,,,131.0,0.234375
0.054864,-0.288352,132.0,256.0,18.86981,1.951522,1.951522,0.0,132.0,,1.506894,0.116127,0.022947,10.0,0.229471,-0.517823,-0.517823,132.0,
,,133.0,256.0,,2.245125,2.245125,0.0,133.0,0.473098,,,,,,,,133.0,0.238281
0.034105,-0.128188,134.0,256.0,36.351284,2.098037,2.098037,0.0,134.0,,1.686193,0.132368,0.034647,10.0,0.346467,-0.474655,-0.474655,134.0,
,,135.0,256.0,,1.992262,1.992262,0.0,135.0,0.518428,,,,,,,,135.0,0.273438
0.02828,-0.295501,136.0,256.0,28.009312,2.073529,2.073529,0.0,136.0,,1.467365,0.116048,0.021289,10.0,0.212892,-0.508392,-0.508392,136.0,
,,137.0,256.0,,2.240628,2.240628,0.0,137.0,0.543142,,,,,,,,137.0,0.285156
0.034134,-0.266952,138.0,256.0,31.999334,1.999875,1.999875,0.0,138.0,,1.67988,0.120584,0.025964,10.0,0.259637,-0.526589,-0.526589,138.0,
,,139.0,256.0,,2.361071,2.361071,0.0,139.0,0.477621,,,,,,,,139.0,0.222656
0.037561,-0.246778,140.0,256.0,11.955748,2.055786,2.055786,0.0,140.0,,1.692709,0.118777,0.023805,10.0,0.238046,-0.484825,-0.484825,140.0,
,,141.0,256.0,,2.227712,2.227712,0.0,141.0,0.509145,,,,,,,,141.0,0.289062
0.109447,-0.206755,142.0,256.0,16.912045,1.854503,1.854503,0.0,142.0,,1.802006,0.121244,0.025734,10.0,0.257335,-0.46409,-0.46409,142.0,
,,143.0,256.0,,2.418986,2.418986,0.0,143.0,0.487723,,,,,,,,143.0,0.25
0.046683,-0.284335,144.0,256.0,10.620967,1.988819,1.988819,0.0,144.0,,1.837235,0.118966,0.023848,10.0,0.238482,-0.522816,-0.522816,144.0,
,,145.0,256.0,,2.14685,2.14685,0.0,145.0,0.509438,,,,,,,,145.0,0.300781
0.044401,-0.209519,146.0,256.0,24.810009,1.960158,1.960158,0.0,146.0,,1.793172,0.119212,0.024617,10.0,0.246167,-0.455685,-0.455685,146.0,
,,147.0,256.0,,2.451096,2.451096,0.0,147.0,0.546111,,,,,,,,147.0,0.28125
0.041375,-0.321423,148.0,256.0,30.481586,2.22822,2.22822,0.0,148.0,,1.555118,0.113611,0.021351,10.0,0.213508,-0.534932,-0.534932,148.0,
,,149.0,256.0,,2.272643,2.272643,0.0,149.0,0.521817,,,,,,,,149.0,0.304688
0.041101,-0.178575,150.0,256.0,27.285265,2.411417,2.411417,0.0,150.0,,1.742472,0.125438,0.02824,10.0,0.282405,-0.460979,-0.460979,150.0,
,,151.0,256.0,,2.019175,2.019175,0.0,151.0,0.516484,,,,,,,,151.0,0.265625
0.033405,-0.276508,152.0,256.0,25.542355,2.115129,2.115129,0.0,152.0,,1.540979,0.116251,0.022195,10.0,0.221948,-0.498456,-0.498456,152.0,
,,153.0,256.0,,2.125809,2.125809,0.0,153.0,0.476006,,,,,,,,153.0,0.265625
0.056645,-0.195706,154.0,256.0,15.386717,2.052674,2.052674,0.0,154.0,,4.869289,0.118055,0.028315,10.0,0.283147,-0.478853,-0.478853,154.0,
,,155.0,256.0,,2.191783,2.191783,0.0,155.0,0.475071,,,,,,,,155.0,0.222656
0.060624,-0.351716,156.0,256.0,16.630497,1.978631,1.978631,0.0,156.0,,1.447038,0.10654,0.015588,10.0,0.155883,-0.5076,-0.5076,156.0,
,,157.0,256.0,,2.452363,2.452363,0.0,157.0,0.467204,,,,,,,,157.0,0.269531
0.066111,-0.186255,158.0,256.0,23.870861,1.813314,1.813314,0.0,158.0,,1.896229,0.124383,0.028283,10.0,0.282829,-0.469085,-0.469085,158.0,
,,159.0,256.0,,2.533627,2.533627,0.0,159.0,0.523605,,,,,,,,159.0,0.292969
0.07413,-0.222798,160.0,256.0,22.272863,2.098744,2.098744,0.0,160.0,,2.379735,0.126379,0.028589,10.0,0.285893,-0.508691,-0.508691,160.0,
,,161.0,256.0,,2.41661,2.41661,0.0,161.0,0.566299,,,,,,,,161.0,0.316406
0.029038,-0.220115,162.0,256.0,12.642513,2.11178,2.11178,0.0,162.0,,1.652486,0.122446,0.027234,10.0,0.272342,-0.492457,-0.492457,162.0,
,,163.0,256.0,,2.267072,2.267072,0.0,163.0,0.565596,,,,,,,,163.0,0.3125
0.041952,-0.265811,164.0,256.0,15.953812,2.275112,2.275112,0.0,164.0,,2.079408,0.116418,0.024073,10.0,0.240729,-0.50654,-0.50654,164.0,
,,165.0,256.0,,2.290826,2.290826,0.0,165.0,0.502876,,,,,,,,165.0,0.25
0.027177,-0.220325,166.0,256.0,29.900488,2.165942,2.165942,0.0,166.0,,1.723975,0.119788,0.02642,10.0,0.264201,-0.484526,-0.484526,166.0,
,,167.0,256.0,,1.986809,1.986809,0.0,167.0,0.526328,,,,,,,,167.0,0.3125
0.030331,-0.256296,168.0,256.0,19.249058,2.294413,2.294413,0.0,168.0,,1.58622,0.115033,0.022279,10.0,0.222785,-0.479081,-0.479081,168.0,
,,169.0,256.0,,2.173233,2.173233,0.0,169.0,0.516723,,,,,,,,169.0,0.285156
0.024884,-0.260109,170.0,256.0,25.618555,2.110677,2.110677,0.0,170.0,,1.732881,0.114223,0.021992,10.0,0.219924,-0.480033,-0.480033,170.0,
,,171.0,256.0,,2.22368,2.22368,0.0,171.0,0.462836,,,,,,,,171.0,0.253906
0.044516,-0.242651,172.0,256.0,24.634193,2.111632,2.111632,0.0,172.0,,1.443704,0.118062,0.023622,10.0,0.236219,-0.47887,-0.47887,172.0,
,,173.0,256.0,,1.984366,1.984366,0.0,173.0,0.565281,,,,,,,,173.0,0.308594
0.038162,-0.234315,174.0,256.0,22.318836,2.247704,2.247704,0.0,174.0,,1.42397,0.117537,0.023307,10.0,0.233074,-0.467389,-0.467389,174.0,
,,175.0,256.0,,2.163673,2.163673,0.0,175.0,0.531589,,,,,,,,175.0,0.304688
0.035748,-0.230757,176.0,256.0,19.461674,2.159065,2.159065,0.0,176.0,,1.720227,0.117847,0.025052,10.0,0.250522,-0.481279,-0.481279,176.0,
,,177.0,256.0,,2.09281,2.09281,0.0,177.0,0.515487,,,,,,,,177.0,0.289062
0.034763,-0.134017,178.0,256.0,16.198502,1.810826,1.810826,0.0,178.0,,7.178693,0.123386,0.039173,10.0,0.391732,-0.525749,-0.525749,178.0,
,,179.0,256.0,,2.223238,2.223238,0.0,179.0,0.481604,,,,,,,,179.0,0.25
0.022505,-0.275426,180.0,256.0,19.442005,1.918913,1.918913,0.0,180.0,,4.229053,0.114516,0.022786,10.0,0.227855,-0.503281,-0.503281,180.0,
,,181.0,256.0,,2.01745,2.01745,0.0,181.0,0.548493,,,,,,,,181.0,0.308594
0.035013,-0.147364,182.0,256.0,9.709807,1.97961,1.97961,0.0,182.0,,1.827312,0.127306,0.031356,10.0,0.313558,-0.460923,-0.460923,182.0,
,,183.0,256.0,,1.904784,1.904784,0.0,183.0,0.52244,,,,,,,,183.0,0.3125
0.030351,-0.206909,184.0,256.0,7.641072,2.006856,2.006856,0.0,184.0,,1.854501,0.123099,0.027456,10.0,0.274557,-0.481467,-0.481467,184.0,
,,185.0,256.0,,1.771736,1.771736,0.0,185.0,0.546401,,,,,,,,185.0,0.320312
0.030215,-0.200769,186.0,256.0,10.269022,1.912196,1.912196,0.0,186.0,,3.037573,0.124219,0.030416,10.0,0.304164,-0.504933,-0.504933,186.0,
,,187.0,256.0,,1.739027,1.739027,0.0,187.0,0.554234,,,,,,,,187.0,0.335938
0.022728,-0.206607,188.0,256.0,6.962314,1.864853,1.864853,0.0,188.0,,1.909064,0.124064,0.028012,10.0,0.280116,-0.486723,-0.486723,188.0,
,,189.0,256.0,,1.824626,1.824626,0.0,189.0,0.544038,,,,,,,,189.0,0.3125
0.050227,-0.257313,190.0,256.0,10.977637,2.154989,2.154989,0.0,190.0,,1.446326,0.114006,0.021274,10.0,0.21274,-0.470052,-0.470052,190.0,
,,191.0,256.0,,2.046638,2.046638,0.0,191.0,0.544807,,,,,,,,191.0,0.316406
0.032939,-0.265521,192.0,256.0,13.33807,2.039538,2.039538,0.0,192.0,,1.80455,0.115538,0.022914,10.0,0.22914,-0.494661,-0.494661,192.0,
,,193.0,256.0,,2.029622,2.029622,0.0,193.0,0.522364,,,,,,,,193.0,0.292969
0.032144,-0.307021,194.0,256.0,15.730225,2.149578,2.149578,0.0,194.0,,1.995657,0.109342,0.019761,10.0,0.197614,-0.504635,-0.504635,194.0,
,,195.0,256.0,,2.027089,2.027089,0.0,195.0,0.547506,,,,,,,,195.0,0.332031
0.040355,-0.080923,196.0,256.0,11.710649,2.163298,2.163298,0.0,196.0,,2.29365,0.130602,0.034615,10.0,0.346155,-0.427078,-0.427078,196.0,
,,197.0,256.0,,1.716872,1.716872,0.0,197.0,0.512773,,,,,,,,197.0,0.300781
0.077737,-0.194743,198.0,256.0,19.2635,2.161557,2.161557,0.0,198.0,,1.534318,0.117027,0.024301,10.0,0.243011,-0.437755,-0.437755,198.0,
,,199.0,256.0,,1.801907,1.801907,0.0,199.0,0.50528,,,,,,,,199.0,0.296875
0.029962,-0.192154,200.0,256.0,20.672766,2.125559,2.125559,0.0,200.0,,1.66349,0.12446,0.029468,10.0,0.294678,-0.486832,-0.486832,200.0,
,,201.0,256.0,,2.17427,2.17427,0.0,201.0,0.502957,,,,,,,,201.0,0.292969
0.058222,-0.235889,202.0,256.0,22.641153,1.984442,1.984442,0.0,202.0,,3.192342,0.119243,0.027458,10.0,0.274577,-0.510466,-0.510466,202.0,
,,203.0,256.0,,2.129104,2.129104,0.0,203.0,0.51415,,,,,,,,203.0,0.28125
