command_target,direction,end_effector_x_m,end_effector_y_m,end_effector_z_m,frame,joint,joint_index,joint_readback,joint_velocity,position_error,repeat,robot,test,time_s,unit
-5.730048418517733e-05,negative,-0.3176986277103424,-0.019024427980184555,0.31386637687683105,1,waist,0,2.370505399085232e-06,-0.0008575861575081944,-5.967098958426256e-05,0,follower_left,waist_negative,0.016666666666666666,rad
-0.00027184095057749554,negative,-0.3177039325237274,-0.019036857411265373,0.3143138587474823,2,waist,0,-6.730513996444643e-05,-0.0006846310570836067,-0.00020453581061304912,0,follower_left,waist_negative,0.03333333333333333,rad
-0.0006213608408381266,negative,-0.3177006244659424,-0.019055387005209923,0.31468483805656433,3,waist,0,-0.00020940735703334212,-0.0012240293435752392,-0.0004119534838047845,0,follower_left,waist_negative,0.05,rad
-0.001099275792827153,negative,-0.31772810220718384,-0.019089724868535995,0.31444835662841797,4,waist,0,-0.00044055102625861764,-0.002147556282579899,-0.0006587247665685353,0,follower_left,waist_negative,0.06666666666666667,rad
-0.0016990014444046558,negative,-0.31770503520965576,-0.01914013735949993,0.31437399983406067,5,waist,0,-0.0007696518441662192,-0.0029928432777523994,-0.0009293496002384365,0,follower_left,waist_negative,0.08333333333333333,rad
-0.0024139534334307196,negative,-0.3177230656147003,-0.019270624965429306,0.31448614597320557,6,waist,0,-0.0016292025102302432,-0.003590129315853119,-0.0007847509232004764,0,follower_left,waist_negative,0.1,rad
-0.0032375473977654247,negative,-0.3177160322666168,-0.019390283152461052,0.31458380818367004,7,waist,0,-0.0024220901541411877,-0.003722616471350193,-0.000815457243624237,0,follower_left,waist_negative,0.11666666666666667,rad
-0.004163198975268854,negative,-0.31772300601005554,-0.019545532763004303,0.31452280282974243,8,waist,0,-0.0034488581586629152,-0.003989106975495815,-0.0007143408166059391,0,follower_left,waist_negative,0.13333333333333333,rad
-0.005184323803801091,negative,-0.31771665811538696,-0.019699443131685257,0.3144392967224121,9,waist,0,-0.004462735261768103,-0.004183660261332989,-0.0007215885420329884,0,follower_left,waist_negative,0.15,rad
-0.006294337521222214,negative,-0.31772100925445557,-0.019879885017871857,0.3144691586494446,10,waist,0,-0.0056503829546272755,-0.004637598060071468,-0.0006439545665949389,0,follower_left,waist_negative,0.16666666666666666,rad
-0.00748665576539231,negative,-0.31772124767303467,-0.020060811191797256,0.3145315945148468,11,waist,0,-0.006844037212431431,-0.0048804571852087975,-0.0006426185529608795,0,follower_left,waist_negative,0.18333333333333332,rad
-0.00875469417417146,negative,-0.3177247643470764,-0.020261842757463455,0.314528226852417,12,waist,0,-0.008171495981514454,-0.005429811775684357,-0.0005831981926570067,0,follower_left,waist_negative,0.2,rad
-0.010091868385419745,negative,-0.3177247643470764,-0.020465675741434097,0.3144778311252594,13,waist,0,-0.00951465219259262,-0.005778088234364986,-0.0005772161928271242,0,follower_left,waist_negative,0.21666666666666667,rad
-0.01149159403699725,negative,-0.3177270293235779,-0.02068507857620716,0.31447380781173706,14,waist,0,-0.010960291139781475,-0.006647556088864803,-0.0005313028972157748,0,follower_left,waist_negative,0.23333333333333334,rad
-0.012947286766764052,negative,-0.3177299201488495,-0.020907051861286163,0.3145056962966919,15,waist,0,-0.012423301115632057,-0.007303737103939056,-0.0005239856511319949,0,follower_left,waist_negative,0.25,rad
-0.01445236221258024,negative,-0.31773367524147034,-0.02114039473235607,0.31451937556266785,16,waist,0,-0.013961618766188622,-0.008956262841820717,-0.0004907434463916182,0,follower_left,waist_negative,0.26666666666666666,rad
-0.01600023601230589,negative,-0.317736953496933,-0.02137613482773304,0.3144954442977905,17,waist,0,-0.015516327694058418,-0.009319530799984932,-0.0004839083182474717,0,follower_left,waist_negative,0.2833333333333333,rad
-0.017584323803801094,negative,-0.317740261554718,-0.02162018232047558,0.31448355317115784,18,waist,0,-0.01712377928197384,-0.010587974451482296,-0.00046054452182725525,0,follower_left,waist_negative,0.3,rad
-0.019198041224925917,negative,-0.3177451491355896,-0.021865814924240112,0.31449562311172485,19,waist,0,-0.018742384389042854,-0.010941602289676666,-0.0004556568358830629,0,follower_left,waist_negative,0.31666666666666665,rad
-0.02083480391354046,negative,-0.31775009632110596,-0.022116292268037796,0.31450948119163513,20,waist,0,-0.020393168553709984,-0.011682208627462387,-0.00044163535983047716,0,follower_left,waist_negative,0.3333333333333333,rad
-0.022488027507504796,negative,-0.3177557587623596,-0.022367240861058235,0.31450140476226807,21,waist,0,-0.02204771526157856,-0.011875071562826633,-0.00044031224592623597,0,follower_left,waist_negative,0.35,rad
-0.024151127644679003,negative,-0.31776097416877747,-0.022620605304837227,0.31449106335639954,22,waist,0,-0.023717446252703667,-0.012207658030092716,-0.00043368139197533587,0,follower_left,waist_negative,0.36666666666666664,rad
-0.02581751996292317,negative,-0.3177673816680908,-0.02287300117313862,0.31449341773986816,23,waist,0,-0.025381041690707207,-0.012003691866993904,-0.00043647827221596214,0,follower_left,waist_negative,0.38333333333333336,rad
-0.027480620100097386,negative,-0.31777405738830566,-0.023125119507312775,0.3145027458667755,24,waist,0,-0.027042964473366737,-0.012256772257387638,-0.0004376556267306486,0,follower_left,waist_negative,0.4,rad
-0.029133843694061724,negative,-0.31778132915496826,-0.023374885320663452,0.3145022988319397,25,waist,0,-0.02868914231657982,-0.011863079853355885,-0.0004447013774819056,0,follower_left,waist_negative,0.4166666666666667,rad
-0.030770606382676258,negative,-0.31778833270072937,-0.02362186647951603,0.3144957423210144,26,waist,0,-0.030317362397909164,-0.011891375295817852,-0.00045324398476709327,0,follower_left,waist_negative,0.43333333333333335,rad
-0.032384323803801095,negative,-0.3177960216999054,-0.023864885792136192,0.31449446082115173,27,waist,0,-0.03191913291811943,-0.011467551812529564,-0.00046519088568166417,0,follower_left,waist_negative,0.45,rad
-0.03396841159529629,negative,-0.31780385971069336,-0.02410290017724037,0.3144989609718323,28,waist,0,-0.03348855301737785,-0.01107785850763321,-0.000479858577918435,0,follower_left,waist_negative,0.4666666666666667,rad
-0.03551628539502195,negative,-0.3178120255470276,-0.02433505281805992,0.3145008385181427,29,waist,0,-0.0350189283490181,-0.01034292671829462,-0.0004973570460038504,0,follower_left,waist_negative,0.48333333333333334,rad
-0.037021360840838125,negative,-0.3178199827671051,-0.02456030808389187,0.3144978880882263,30,waist,0,-0.03650372475385666,-0.009375005960464478,-0.0005176360869814656,0,follower_left,waist_negative,0.5,rad
-0.038477053570604935,negative,-0.31782811880111694,-0.02477753907442093,0.3144959807395935,31,waist,0,-0.03793581575155258,-0.008369299583137035,-0.0005412378190523537,0,follower_left,waist_negative,0.5166666666666667,rad
-0.03987677922218244,negative,-0.3178361654281616,-0.0249859057366848,0.31449779868125916,32,waist,0,-0.03930949792265892,-0.00742562860250473,-0.0005672812995235199,0,follower_left,waist_negative,0.5333333333333333,rad
-0.04121395343343072,negative,-0.3178441822528839,-0.025184273719787598,0.31449952721595764,33,waist,0,-0.04061710461974144,-0.007191863842308521,-0.0005968488136892797,0,follower_left,waist_negative,0.55,rad
-0.04248199184220987,negative,-0.3178519606590271,-0.025371791794896126,0.3144984245300293,34,waist,0,-0.04185359925031662,-0.006886595860123634,-0.0006283925918932481,0,follower_left,waist_negative,0.5666666666666667,rad
-0.04367431008637997,negative,-0.317859411239624,-0.025547396391630173,0.31449711322784424,35,waist,0,-0.04301108419895172,-0.006504032760858536,-0.0006632258874282454,0,follower_left,waist_negative,0.5833333333333334,rad
-0.044784323803801096,negative,-0.31786659359931946,-0.025710124522447586,0.3144974410533905,36,waist,0,-0.04408369958400726,-0.006239204667508602,-0.0007006242197938328,0,follower_left,waist_negative,0.6,rad
-0.04580544863233332,negative,-0.3178732693195343,-0.025859026238322258,0.31449878215789795,37,waist,0,-0.04506561532616615,-0.006004984490573406,-0.0007398333061671702,0,follower_left,waist_negative,0.6166666666666667,rad
-0.04673110020983676,negative,-0.31787940859794617,-0.02599301002919674,0.31449851393699646,38,waist,0,-0.045948732644319534,-0.005780717357993126,-0.0007823675655172224,0,follower_left,waist_negative,0.6333333333333333,rad
-0.047554694174171463,negative,-0.3178848922252655,-0.026111643761396408,0.314497709274292,39,waist,0,-0.046730250120162964,-0.0055186329409480095,-0.0008244440540084996,0,follower_left,waist_negative,0.65,rad
-0.048269646163197524,negative,-0.3178896903991699,-0.026213763281702995,0.31449735164642334,40,waist,0,-0.04740258678793907,-0.005191614851355553,-0.0008670593752584527,0,follower_left,waist_negative,0.6666666666666666,rad
-0.04886937181477503,negative,-0.3178938031196594,-0.026298724114894867,0.3144983649253845,41,waist,0,-0.047961704432964325,-0.004795579239726067,-0.000907667381810702,0,follower_left,waist_negative,0.6833333333333333,rad
-0.04934728676676406,negative,-0.317897230386734,-0.026366395875811577,0.314498633146286,42,waist,0,-0.04840681329369545,-0.004362584091722965,-0.0009404734730686093,0,follower_left,waist_negative,0.7,rad
-0.04969680665702469,negative,-0.31789976358413696,-0.026419129222631454,0.3144979476928711,43,waist,0,-0.04875357821583748,-0.004022561013698578,-0.0009432284411872091,0,follower_left,waist_negative,0.7166666666666667,rad
-0.04991134712341701,negative,-0.3179020583629608,-0.026465095579624176,0.3144977390766144,44,waist,0,-0.049055907875299454,-0.003708573989570141,-0.0008554392481175538,0,follower_left,waist_negative,0.7333333333333333,rad
-0.04998432380380109,negative,-0.31790393590927124,-0.02650187350809574,0.3144981265068054,45,waist,0,-0.04929758608341217,-0.003191940486431122,-0.0006867377203889219,0,follower_left,waist_negative,0.75,rad
8.865287658299828e-05,positive,-0.3176986873149872,-0.019018622115254402,0.3138662874698639,1,waist,0,4.089486537850462e-05,-0.0005379008944146335,4.775801120449366e-05,0,follower_left,waist_positive,0.016666666666666666,rad
0.0003031933429753165,positive,-0.3177039623260498,-0.019009556621313095,0.31431394815444946,2,waist,0,0.00011293494753772393,0.0005167867057025433,0.00019025839543759256,0,follower_left,waist_positive,0.03333333333333333,rad
