repeat,test,frame,time_s,waist,shoulder,elbow,forearm_roll,wrist_angle,wrist_rotate,gripper,left_finger,right_finger
0,waist_negative,1,0.016666666666666666,-0.0001982827961910516,-0.9597975611686707,1.1619582176208496,0.001220306963659823,-0.2907530963420868,5.851770310982829e-06,-2.2967778079419077e-07,0.049998559057712555,-0.05000145733356476
0,waist_negative,2,0.03333333333333333,-0.00075175566598773,-0.9599623084068298,1.1612615585327148,0.001300181495025754,-0.29319530725479126,8.206371603591833e-06,-3.175902918428619e-07,0.05002501234412193,-0.049972452223300934
0,waist_negative,3,0.05,-0.0017632932867854834,-0.9600473046302795,1.1606745719909668,0.0011399708455428481,-0.2952743172645569,1.5589444956276566e-05,-6.033592399035115e-07,0.050119560211896896,-0.04986710473895073
0,waist_negative,4,0.06666666666666667,-0.0024691554717719555,-0.9599456787109375,1.1614227294921875,0.0010976367630064487,-0.2960028052330017,1.7529315300635062e-05,-6.803771270824654e-07,0.05014362931251526,-0.0498230904340744
0,waist_negative,5,0.08333333333333333,-0.0033864807337522507,-0.9598861336708069,1.1613402366638184,0.001122001209296286,-0.2946363389492035,2.16878888750216e-05,-8.436238090325787e-07,0.05019906163215637,-0.049738846719264984
0,waist_negative,6,0.1,-0.00416433485224843,-0.959977924823761,1.1612670421600342,0.001124568865634501,-0.29567477107048035,2.2638738300884143e-05,-8.802631441540143e-07,0.05021196976304054,-0.04968925938010216
0,waist_negative,7,0.11666666666666667,-0.005032578483223915,-0.9599445462226868,1.1611360311508179,0.001086989650502801,-0.2964588403701782,2.4452207071590237e-05,-9.515441092844412e-07,0.05023656040430069,-0.04962044581770897
0,waist_negative,8,0.13333333333333333,-0.005842454265803099,-0.9599705338478088,1.161232352256775,0.001064848736859858,-0.2960241138935089,2.47313055297127e-05,-9.635482456360478e-07,0.05024531111121178,-0.049562226980924606
0,waist_negative,9,0.15,-0.006690209731459618,-0.9599236249923706,1.1613223552703857,0.001073656720109284,-0.29539746046066284,2.542736183386296e-05,-9.91385036286374e-07,0.050257015973329544,-0.04949616268277168
0,waist_negative,10,0.16666666666666666,-0.007515676785260439,-0.9599541425704956,1.1612766981124878,0.001085688010789454,-0.2955293357372284,2.5411134629393928e-05,-9.9067119663232e-07,0.050258152186870575,-0.049437347799539566
0,waist_negative,11,0.18333333333333332,-0.008352898061275482,-0.9599468111991882,1.1612112522125244,0.0010737832635641098,-0.29609915614128113,2.5302979338448495e-05,-9.86583700068877e-07,0.05025713890790939,-0.0493759922683239
0,waist_negative,12,0.2,-0.009183905087411404,-0.9599605798721313,1.1612141132354736,0.0010597690707072616,-0.2960336208343506,2.4838625904521905e-05,-9.690395472716773e-07,0.05025305226445198,-0.049316294491291046
0,waist_negative,13,0.21666666666666667,-0.010017693974077702,-0.9599395990371704,1.161283254623413,0.0010604825802147388,-0.2957124412059784,2.44535731326323e-05,-9.545333341520745e-07,0.05024920031428337,-0.04925902932882309
0,waist_negative,14,0.23333333333333334,-0.010851610451936722,-0.9599474668502808,1.1612740755081177,0.0010691271163523197,-0.29559633135795593,2.4105454940581694e-05,-9.41087989758671e-07,0.05024411156773567,-0.049206461757421494
0,waist_negative,15,0.25,-0.011684087105095387,-0.9599472284317017,1.1612441539764404,0.001067808480001986,-0.2958972156047821,2.3464925106964074e-05,-9.161764182863408e-07,0.05023854970932007,-0.049157410860061646
0,waist_negative,16,0.26666666666666666,-0.012518014758825302,-0.9599542617797852,1.16122305393219,0.0010602998081594706,-0.29596683382987976,2.2851927496958524e-05,-8.925161978368124e-07,0.050232090055942535,-0.04910900443792343
0,waist_negative,17,0.2833333333333333,-0.013350305147469044,-0.9599464535713196,1.161261796951294,0.001057986170053482,-0.2958405017852783,2.2275346054811962e-05,-8.703648859409441e-07,0.0502239391207695,-0.049061812460422516
0,waist_negative,18,0.3,-0.014184637926518917,-0.9599465727806091,1.1612656116485596,0.0010625116992741823,-0.2956917881965637,2.1773304979433306e-05,-8.509803137712879e-07,0.05021458864212036,-0.04901593178510666
0,waist_negative,19,0.31666666666666665,-0.015017128549516201,-0.9599472880363464,1.1612563133239746,0.0010640730615705252,-0.29581594467163086,2.131559631379787e-05,-8.332149263878819e-07,0.05020400136709213,-0.04897281154990196
0,waist_negative,20,0.3333333333333333,-0.015850983560085297,-0.9599507451057434,1.1612356901168823,0.00106071459595114,-0.29589778184890747,2.0886227503069676e-05,-8.166045404323086e-07,0.05019409582018852,-0.048932090401649475
0,waist_negative,21,0.35,-0.016683632507920265,-0.9599486589431763,1.1612515449523926,0.0010580542730167508,-0.29586854577064514,2.0484212654992007e-05,-8.011364229787432e-07,0.05018536373972893,-0.04889474809169769
0,waist_negative,22,0.36666666666666664,-0.01751752942800522,-0.9599471092224121,1.1612588167190552,0.0010597871150821447,-0.2957664132118225,1.9966193576692604e-05,-7.811136129021179e-07,0.050178758800029755,-0.04886036738753319
0,waist_negative,23,0.38333333333333336,-0.018350550904870033,-0.9599476456642151,1.1612578630447388,0.0010617934167385101,-0.295795202255249,1.931160113599617e-05,-7.555682373094896e-07,0.050173208117485046,-0.04882831126451492
0,waist_negative,24,0.4,-0.019184071570634842,-0.9599490761756897,1.161245346069336,0.0010610242607071996,-0.29585304856300354,1.867869468696881e-05,-7.308948397621862e-07,0.05016793683171272,-0.04879730939865112
0,waist_negative,25,0.4166666666666667,-0.02001708373427391,-0.959949254989624,1.1612489223480225,0.0010593464830890298,-0.2958613634109497,1.8163029380957596e-05,-7.108821478141181e-07,0.05016237497329712,-0.048767656087875366
0,waist_negative,26,0.43333333333333335,-0.020850546658039093,-0.959947943687439,1.1612547636032104,0.0010595977073535323,-0.2958083748817444,1.7734162611304782e-05,-6.942336199244892e-07,0.05015694722533226,-0.0487397238612175
0,waist_negative,27,0.45,-0.021683765575289726,-0.9599477052688599,1.1612563133239746,0.0010607506847009063,-0.29580000042915344,1.7371989088132977e-05,-6.801803351663693e-07,0.05015187710523605,-0.04871411621570587
0,waist_negative,28,0.4666666666666667,-0.022517111152410507,-0.9599485397338867,1.1612502336502075,0.0010606852592900395,-0.29583075642585754,1.7073571143555455e-05,-6.685666562589176e-07,0.05014742910861969,-0.04869098216295242
0,waist_negative,29,0.48333333333333334,-0.02335033379495144,-0.9599487781524658,1.1612485647201538,0.0010596512584015727,-0.2958478033542633,1.6789088476798497e-05,-6.575439215339429e-07,0.05014287307858467,-0.04866873845458031
0,waist_negative,30,0.5,-0.02418365702033043,-0.9599481821060181,1.1612526178359985,0.0010593001497909427,-0.295827180147171,1.6517869880772196e-05,-6.470091875598882e-07,0.0501382015645504,-0.04864714294672012
0,waist_negative,31,0.5166666666666667,-0.025016969069838524,-0.9599481821060181,1.1612545251846313,0.001059871632605791,-0.2958095669746399,1.625709410291165e-05,-6.368283607116609e-07,0.0501333512365818,-0.04862622171640396
0,waist_negative,32,0.5333333333333333,-0.025850284844636917,-0.9599482417106628,1.1612520217895508,0.0010601218091323972,-0.2958222031593323,1.6004491044441238e-05,-6.269791015256487e-07,0.050128333270549774,-0.04860595613718033
0,waist_negative,33,0.55,-0.026683587580919266,-0.9599486589431763,1.161250352859497,0.0010596723295748234,-0.2958373427391052,1.5740919479867443e-05,-6.167543915580609e-07,0.05012322589755058,-0.04858620837330818
0,waist_negative,34,0.5666666666666667,-0.027516895905137062,-0.9599483013153076,1.1612515449523926,0.0010593689512461424,-0.29583075642585754,1.5448906196979806e-05,-6.053775223335833e-07,0.05011807754635811,-0.048566754907369614
0,waist_negative,35,0.5833333333333334,-0.028350239619612694,-0.9599481225013733,1.161253571510315,0.0010596453212201595,-0.29581889510154724,1.5140484720177483e-05,-5.933877673669485e-07,0.05011286213994026,-0.04854761064052582
0,waist_negative,36,0.6,-0.029183564707636833,-0.9599480628967285,1.1612526178359985,0.0010599989909678698,-0.29582053422927856,1.4819539501331747e-05,-5.808622063341318e-07,0.050107575953006744,-0.04852877929806709
0,waist_negative,37,0.6166666666666667,-0.030016889795660973,-0.9599484801292419,1.1612510681152344,0.001059951027855277,-0.2958305776119232,1.4491933143290225e-05,-5.680157073584269e-07,0.05010225996375084,-0.04851023107767105
0,waist_negative,38,0.6333333333333333,-0.03085019625723362,-0.9599484801292419,1.161251425743103,0.0010597854852676392,-0.2958314120769501,1.4159934835333843e-05,-5.550264745579625e-07,0.05009692162275314,-0.0484919510781765
0,waist_negative,39,0.65,-0.0316835418343544,-0.9599483609199524,1.161252737045288,0.001059933565557003,-0.2958233952522278,1.3826926988258492e-05,-5.420350817075814e-07,0.050091590732336044,-0.048473943024873734
0,waist_negative,40,0.6666666666666666,-0.032516855746507645,-0.9599482417106628,1.1612528562545776,0.0010602548718452454,-0.2958213686943054,1.3492082871380262e-05,-5.289468845148804e-07,0.05008624866604805,-0.04845622926950455
0,waist_negative,41,0.6833333333333333,-0.033350199460983276,-0.9599483013153076,1.1612516641616821,0.0010603831615298986,-0.2958267629146576,1.3158309229766019e-05,-5.158887006473378e-07,0.05008092150092125,-0.048438772559165955
0,waist_negative,42,0.7,-0.03418350592255592,-0.9599484205245972,1.1612515449523926,0.0010603369446471334,-0.2958300709724426,1.2825318663090002e-05,-5.029020258007222e-07,0.050075601786375046,-0.048421576619148254
0,waist_negative,43,0.7166666666666667,-0.03501684218645096,-0.9599484205245972,1.1612519025802612,0.0010604164563119411,-0.2958260476589203,1.2495965165726375e-05,-4.899991381535074e-07,0.05007033795118332,-0.04840463399887085
0,waist_negative,44,0.7333333333333333,-0.0358501672744751,-0.9599482417106628,1.1612528562545776,0.0010606404393911362,-0.29582369327545166,1.2168412467872258e-05,-4.772138595399156e-07,0.050065089017152786,-0.048387955874204636
0,waist_negative,45,0.75,-0.036683499813079834,-0.9599482417106628,1.1612520217895508,0.001060853130184114,-0.29582422971725464,1.1844059372378979e-05,-4.6447388513115584e-07,0.05005986988544464,-0.04837151989340782
0,waist_negative,46,0.7666666666666667,-0.037516821175813675,-0.9599483609199524,1.1612521409988403,0.001060907612554729,-0.2958284616470337,1.1522980457812082e-05,-4.5198291331871587e-07,0.05005471408367157,-0.04835532233119011
0,waist_negative,47,0.7833333333333333,-0.03835013508796692,-0.9599483609199524,1.1612515449523926,0.0010609470773488283,-0.29582667350769043,1.123248875956051e-05,-4.4061673065698415e-07,0.050049588084220886,-0.048339515924453735
0,waist_negative,48,0.8,-0.039183471351861954,-0.9599483609199524,1.161252498626709,0.0010610338067635894,-0.2958260178565979,1.0965850378852338e-05,-4.301359695091378e-07,0.050044551491737366,-0.04832414537668228
0,waist_negative,49,0.8166666666666667,-0.04001676291227341,-0.9599483013153076,1.1612523794174194,0.0010611619800329208,-0.2958241403102875,1.072458235285012e-05,-4.2070510630765057e-07,0.05003958195447922,-0.048309359699487686
