physics_frame,physics_time_s,physics_dt_s,command_index,nominal_command_time_s,scheduler_phase_error_s,cycle,segment,target_arm_q,left_q,left_qd,right_q,right_qd,left_ee_position_world_m,left_ee_orientation_world_wxyz,contacts
996,16.616666666666667,0.016666666666666666,830,16.6,0.0,2,cycle_02_home_to_sleep,"[0.0,-1.747951865196228,1.5503613948822021,0.0,-1.5289156436920166,0.0]","[7.246633231261512e-07,-1.7493752241134644,1.5516518354415894,0.0007995883352123201,-1.5300312042236328,0.00016915907326620072,-0.0010586370481178164,0.02247709594666958,-0.021388091146945953]","[-1.1906508007086813e-05,0.11921612173318863,0.08422770351171494,-0.03322009742259979,0.533176839351654,0.11306946724653244,0.06031641736626625,-0.0023849541321396828,0.002689414657652378]","[3.469658622634597e-05,-0.9598903059959412,1.1624640226364136,0.0022763777524232864,-0.2912570834159851,-0.00012742655235342681,4.006322797067696e-06,0.02181360498070717,-0.020603220909833908]","[-0.00010447106615174562,0.060678012669086456,-0.22455836832523346,-0.0036802138201892376,-0.020372973755002022,-0.00017767104145605117,8.067348062468227e-06,4.562369213090278e-06,-1.3631250794787775e-06]","[-0.4920540452003479,-0.019055651500821114,0.2801816165447235]","[-0.64949406442281,-0.00036969314820297375,0.7603665499716971,0.00018245726606477052]",[]
997,16.633333333333333,0.016666666666666666,830,16.6,0.01666666666666572,2,cycle_02_home_to_sleep,"[0.0,-1.747951865196228,1.5503613948822021,0.0,-1.5289156436920166,0.0]","[5.744503255300515e-07,-1.7470853328704834,1.549957036972046,-0.0013084611855447292,-1.5278129577636719,-0.00016377499559894204,0.001422057393938303,0.022166607901453972,-0.02161508984863758]","[7.901369826868176e-06,0.4349459111690521,-0.5746335387229919,0.04674006626009941,-0.25709035992622375,-0.12720507383346558,-0.06841636449098587,-0.002354576252400875,0.0020426157861948013]","[3.4695956856012344e-05,-0.9598913192749023,1.1624653339385986,0.002276361919939518,-0.2912585735321045,-0.00012741671525873244,4.005876689916477e-06,0.021813595667481422,-0.02060350961983204]","[-0.00010445531370351091,0.060416847467422485,-0.22438739240169525,-0.003680241759866476,-0.020358581095933914,-0.00017758675676304847,8.063350833253935e-06,4.560544766718522e-06,-1.3625648307424854e-06]","[-0.49181222915649414,-0.018908727914094925,0.28073710203170776]","[-0.6505627751221029,0.0005676448130119044,0.7594521950041794,-0.00034191830650936924]",[]
998,16.65,0.016666666666666666,831,16.62,0.013333333333331865,2,cycle_02_home_to_sleep,"[0.0,-1.7523293495178223,1.5525301694869995,0.0,-1.535742998123169,0.0]","[8.652751830595662e-07,-1.756441593170166,1.5550178289413452,0.0009711880702525377,-1.5425798892974854,0.000265861046500504,-0.00167019700165838,0.02233845740556717,-0.02137639746069908]","[-3.285967977717519e-06,-0.16728068888187408,0.059697844088077545,-0.10105336457490921,-1.0237852334976196,0.13994188606739044,0.08264224976301193,-0.0018672756850719452,0.0021499767899513245]","[3.4697168302955106e-05,-0.9598903059959412,1.1624640226364136,0.002276369836181402,-0.29125717282295227,-0.00012740716920234263,4.005445589427836e-06,0.021813586354255676,-0.02060379832983017]","[-0.00010447132081026211,0.06067772954702377,-0.22455933690071106,-0.00368025666102767,-0.020372722297906876,-0.00017767584358807653,8.0676418292569e-06,4.562039976008236e-06,-1.363363367090642e-06]","[-0.4934220314025879,-0.019067665562033653,0.27892231941223145]","[-0.6432949938497217,-0.00046658980241328675,0.765618242521044,0.00019975192266861192]",[]
999,16.666666666666668,0.016666666666666666,832,16.64,0.00999999999999801,2,cycle_02_home_to_sleep,"[0.0,-1.7567068338394165,1.5546988248825073,0.0,-1.5425702333450317,0.0]","[6.091867135182838e-07,-1.758594274520874,1.5545523166656494,-0.0015597839374095201,-1.5483192205429077,-0.0002879710227716714,0.0024211513809859753,0.022158019244670868,-0.021499522030353546]","[9.093579137697816e-06,0.5807708501815796,-0.5337886810302734,0.03818901628255844,0.3951290249824524,-0.1548994481563568,-0.12131421267986298,-0.0013832785189151764,0.0011495109647512436]","[3.4696517104748636e-05,-0.9598913192749023,1.1624653339385986,0.0022763528395444155,-0.2912586033344269,-0.00012739773956127465,4.005017217423301e-06,0.02181357704102993,-0.0206040870398283]","[-0.00010445423686178401,0.06041733920574188,-0.224386066198349,-0.0036803288385272026,-0.0203583724796772,-0.00017761158233042806,8.064488611125853e-06,4.560987690638285e-06,-1.3625514156956342e-06]","[-0.4941599369049072,-0.018891187384724617,0.2789303958415985]","[-0.6400898814172918,0.0007019713369438602,0.7682996226363762,-0.0003752335825010733]",[]
1000,16.683333333333334,0.016666666666666666,833,16.66,0.006666666666667709,2,cycle_02_home_to_sleep,"[0.0,-1.7610843181610107,1.5568674802780151,0.0,-1.549397587776184,0.0]","[5.776341822638642e-07,-1.7625923156738281,1.5591717958450317,0.0012543394695967436,-1.5490224361419678,0.000295382080366835,-0.0026064373087137938,0.02244553528726101,-0.021174965426325798]","[4.244677256792784e-06,-0.10398143529891968,0.059407226741313934,-0.07756361365318298,-0.546086311340332,0.16373908519744873,0.13901673257350922,-0.0011711865663528442,0.001315675675868988]","[3.4697721275733784e-05,-0.9598903059959412,1.1624640226364136,0.0022763607557862997,-0.2912571132183075,-0.00012738796067424119,4.0045833884505555e-06,0.021813567727804184,-0.02060437574982643]","[-0.00010447318345541134,0.06067778170108795,-0.22455880045890808,-0.003680269932374358,-0.02037295140326023,-0.00017767306417226791,8.06833941169316e-06,4.5616152419825085e-06,-1.363410774501972e-06]","[-0.4941353499889374,-0.019087372347712517,0.27752405405044556]","[-0.6400585577178809,-0.0005853809356479213,0.7683258574178675,0.000277208161501753]",[]
1001,16.7,0.016666666666666666,834,16.68,0.0033333333333338544,2,cycle_02_home_to_sleep,"[0.0,-1.765461802482605,1.559036135673523,0.0,-1.5562249422073364,0.0]","[6.113589847700496e-07,-1.7686834335327148,1.5594863891601562,-0.0018172984709963202,-1.5650544166564941,-0.00021939486032351851,0.002851717406883836,0.02211657166481018,-0.021466214209794998]","[-4.97384462505579e-08,0.37181639671325684,-0.562278687953949,0.00865950621664524,-0.7400317192077637,-0.15466152131557465,-0.16461166739463806,-0.0008287690579891205,0.0006390521302819252]","[3.4697070077527314e-05,-0.9598913192749023,1.1624653339385986,0.0022763435263186693,-0.2912586033344269,-0.00012737805081997067,4.004161382908933e-06,0.021813558414578438,-0.020604664459824562]","[-0.00010445478983456269,0.06041712313890457,-0.2243870198726654,-0.0036803786642849445,-0.020358474925160408,-0.0001775864657247439,8.065662768785842e-06,4.561092282528989e-06,-1.3626955706058652e-06]","[-0.4959852993488312,-0.018873173743486404,0.2770662009716034]","[-0.6316425163595898,0.0007766447822246503,0.7752592424793365,-0.00048507749165640747]",[]
1002,16.716666666666665,0.016666666666666666,835,16.7,0.0,2,cycle_02_home_to_sleep,"[0.0,-1.7698394060134888,1.5612047910690308,0.0,-1.5630521774291992,0.0]","[4.5103769252818893e-07,-1.7714751958847046,1.5624364614486694,0.0014320861082524061,-1.5652168989181519,0.00020515592768788338,-0.0034266437869518995,0.02255721017718315,-0.021017326042056084]","[-3.6967103369534016e-06,0.11888612061738968,0.07640250027179718,-0.04046791419386864,0.4940393269062042,0.17787368595600128,0.15640896558761597,-0.0007251426577568054,0.0008544344455003738]","[3.4698270610533655e-05,-0.9598903059959412,1.1624640226364136,0.00227635120972991,-0.2912571430206299,-0.00012736850476358086,4.003708909294801e-06,0.02181354910135269,-0.020604953169822693]","[-0.00010447212844155729,0.06067768484354019,-0.2245587557554245,-0.0036803397815674543,-0.020372681319713593,-0.00017767683311831206,8.067419912549667e-06,4.5619835873367265e-06,-1.3631565707328264e-06]","[-0.4959729313850403,-0.01909978874027729,0.2761659026145935]","[-0.6316411471617118,-0.000622685061750509,0.7752605606865618,0.00036948546434641046]",[]
1003,16.733333333333334,0.016666666666666666,835,16.7,0.01666666666666572,2,cycle_02_home_to_sleep,"[0.0,-1.7698394060134888,1.5612047910690308,0.0,-1.5630521774291992,0.0]","[3.3207459182449384e-07,-1.768920660018921,1.5607600212097168,-0.001973181264474988,-1.5618208646774292,-0.00019206933211535215,0.003807013388723135,0.022077282890677452,-0.02147064171731472]","[-2.9866350814700127e-06,0.45164236426353455,-0.559499204158783,0.05917570739984512,-0.13114750385284424,-0.18917737901210785,-0.14947745203971863,-0.00045178458094596863,0.00032756105065345764]","[3.46976266882848e-05,-0.9598913192749023,1.1624653339385986,0.002276334911584854,-0.29125863313674927,-0.0001273591333301738,4.003274625574704e-06,0.021813539788126945,-0.020605241879820824]","[-0.00010445564839756116,0.060417309403419495,-0.22438669204711914,-0.0036803926341235638,-0.020358458161354065,-0.000177619032911025,8.064920621109195e-06,4.560683009913191e-06,-1.3629189652419882e-06]","[-0.49562886357307434,-0.018862292170524597,0.27674901485443115]","[-0.6332961094192324,0.0008297161822517974,0.773908944015805,-0.0005438178575851523]",[]
1004,16.75,0.016666666666666666,836,16.72,0.013333333333335418,2,cycle_02_home_to_sleep,"[0.0,-1.774216890335083,1.5633734464645386,0.0,-1.5698795318603516,0.0]","[7.37309335363534e-07,-1.7782624959945679,1.5659412145614624,0.0016342507442459464,-1.5764119625091553,0.0002689069660846144,-0.003999152686446905,0.022449392825365067,-0.021093029528856277]","[8.093396900221705e-06,-0.1802055835723877,0.055191393941640854,-0.1170182004570961,-1.1106144189834595,0.19581103324890137,0.1479039043188095,-0.0002661682665348053,0.0003644973039627075]","[3.4698834497248754e-05,-0.9598903059959412,1.1624640226364136,0.0022763418965041637,-0.2912570834159851,-0.0001273491798201576,4.002824425697327e-06,0.0218135304749012,-0.020605530589818954]","[-0.00010447323438711464,0.060677848756313324,-0.22455839812755585,-0.0036803672555834055,-0.020373079925775528,-0.0001776625867933035,8.06675961939618e-06,4.561878995446023e-06,-1.3630836974698468e-06]","[-0.4971494674682617,-0.01911390945315361,0.274841845035553]","[-0.6260123889209696,-0.0007189707634705005,0.7798126723542612,0.0004099197574058876]",[]
1005,16.766666666666666,0.016666666666666666,837,16.74,0.010000000000001563,2,cycle_02_home_to_sleep,"[0.0,-1.7785943746566772,1.565542221069336,0.0,-1.576706886291504,0.0]","[2.9031349413344287e-07,-1.7806280851364136,1.5653170347213745,-0.0022493714932352304,-1.5831618309020996,-0.0002651484974194318,0.0050157224759459496,0.022112712264060974,-0.021425219252705574]","[1.1487863957881927e-06,0.5812567472457886,-0.5291344523429871,0.05257607623934746,0.45382124185562134,-0.21633505821228027,-0.16204437613487244,0.00031262636184692383,-0.00037759169936180115]","[3.4698183299042284e-05,-0.9598913192749023,1.1624653339385986,0.0022763260640203953,-0.2912585735321045,-0.00012733966286759824,4.002387868240476e-06,0.021813521161675453,-0.020605819299817085]","[-0.00010445764928590506,0.06041693687438965,-0.2243875414133072,-0.0036804145202040672,-0.020358406007289886,-0.000177611451363191,8.064511348493397e-06,4.5605256673297845e-06,-1.3624701296066632e-06]","[-0.4979928433895111,-0.018843038007616997,0.2748446762561798]","[-0.6222074087164398,0.0009539862917934175,0.7828516219051909,-0.0006070658452091232]",[]
1006,16.783333333333335,0.016666666666666666,838,16.76,0.006666666666664156,2,cycle_02_home_to_sleep,"[0.0,-1.7829718589782715,1.5677108764648438,0.0,-1.5835341215133667,0.0]","[2.9387459221652534e-07,-1.7843375205993652,1.570069432258606,0.0018281892407685518,-1.5826982259750366,0.0002736650640144944,-0.005236500408500433,0.02258053794503212,-0.021051865071058273]","[6.770540494471788e-06,-0.08920057862997055,0.06252186745405197,-0.07382968813180923,-0.5327654480934143,0.21190065145492554,0.18131811916828156,0.0001318119466304779,-2.9765069484710693e-05]","[3.4699394745985046e-05,-0.9598903059959412,1.1624640226364136,0.002276334445923567,-0.29125717282295227,-0.00012733027688227594,4.00195904148859e-06,0.021813511848449707,-0.020606108009815216]","[-0.00010447340901009738,0.06067753583192825,-0.22455920279026031,-0.003680397989228368,-0.02037273906171322,-0.00017769375699572265,8.068343049671967e-06,4.561481546261348e-06,-1.3632707123178989e-06]","[-0.49780604243278503,-0.01912742480635643,0.2734282314777374]","[-0.6227968317703169,-0.0007937671384661127,0.7823830614286941,0.00047059542055289115]",[]
1007,16.8,0.016666666666666666,839,16.78,0.0033333333333338544,2,cycle_02_home_to_sleep,"[0.0,-1.7873493432998657,1.5698795318603516,0.0,-1.590361475944519,0.0]","[3.621996711444808e-07,-1.790676236152649,1.570271372795105,-0.002395296236500144,-1.5996482372283936,-0.00018300279043614864,0.005336426664143801,0.022073106840252876,-0.021560171619057655]","[-8.166913175955415e-06,0.3494332730770111,-0.557454526424408,0.011437848210334778,-0.7724515199661255,-0.19104915857315063,-0.19793836772441864,0.000371699221432209,-0.00044144969433546066]","[3.4698758099693805e-05,-0.9598913192749023,1.1624653339385986,0.0022763172164559364,-0.2912586033344269,-0.00012732054165098816,4.001530669484055e-06,0.02181350253522396,-0.020606396719813347]","[-0.00010445588850416243,0.0604175329208374,-0.22438625991344452,-0.003680494148284197,-0.020358353853225708,-0.0001776067219907418,8.065309884841554e-06,4.5606375351781026e-06,-1.3622853884953656e-06]","[-0.4997275173664093,-0.01883295364677906,0.272908478975296]","[-0.6137242596276021,0.0009799152452621826,0.7895195355197249,-0.0006898864991032058]",[]
1008,16.816666666666666,0.016666666666666666,840,16.8,0.0,2,cycle_02_home_to_sleep,"[0.0,-1.7917269468307495,1.5720481872558594,0.0,-1.5971887111663818,0.0]","[2.3724311404293985e-07,-1.7933422327041626,1.5733486413955688,0.001891372841782868,-1.5991894006729126,0.0001555344497319311,-0.005820703227072954,0.022686563432216644,-0.021016735583543777]","[-5.198235157877207e-06,0.14258213341236115,0.07612103223800659,-0.03789406642317772,0.5770443677902222,0.20208291709423065,0.17223194241523743,0.00018737651407718658,-5.4601579904556274e-05]","[3.469995499472134e-05,-0.9598903059959412,1.1624640226364136,0.0022763244342058897,-0.2912571132183075,-0.00012731111200992018,4.001107299700379e-06,0.021813493221998215,-0.020606685429811478]","[-0.00010447385284351185,0.06067759543657303,-0.22455871105194092,-0.0036804573610424995,-0.020372962579131126,-0.00017769605619832873,8.068361239566002e-06,4.561636160360649e-06,-1.3634145261676167e-06]","[-0.49962127208709717,-0.019131788983941078,0.2719878852367401]","[-0.6140677651377862,-0.0007775686477561949,0.7892527373491559,0.0005401782549961981]",[]
1009,16.833333333333332,0.016666666666666666,840,16.8,0.01666666666666572,2,cycle_02_home_to_sleep,"[0.0,-1.7917269468307495,1.5720481872558594,0.0,-1.5971887111663818,0.0]","[1.8733928186520643e-08,-1.7907798290252686,1.5715365409851074,-0.002376423915848136,-1.5960383415222168,-0.0001438731123926118,0.00606192834675312,0.022072240710258484,-0.021628668531775475]","[-2.118817064911127e-06,0.4271414279937744,-0.5589302182197571,0.061059288680553436,-0.18915507197380066,-0.20296333730220795,-0.1527068316936493,0.00020930171012878418,-0.0003276262432336807]","[3.46993183484301e-05,-0.9598913192749023,1.1624653339385986,0.0022763076703995466,-0.2912586033344269,-0.0001273008092539385,4.000663011538563e-06,0.02181348390877247,-0.02060697413980961]","[-0.00010445684165460989,0.06041722744703293,-0.2243870347738266,-0.003680518129840493,-0.02035842277109623,-0.00017757265595719218,8.064888788794633e-06,4.560016350296792e-06,-1.362741841148818e-06]","[-0.4993281662464142,-0.01883423514664173,0.27261802554130554]","[-0.6156060086684524,0.0009617274323316005,0.7880531896583841,-0.0006981696712982401]",[]
1010,16.85,0.016666666666666666,841,16.82,0.013333333333331865,2,cycle_02_home_to_sleep,"[0.0,-1.7961044311523438,1.5742168426513672,0.0,-1.6040160655975342,0.0]","[7.317224799407995e-07,-1.800249695777893,1.5767936706542969,0.0019657283555716276,-1.6109782457351685,0.00019135457114316523,-0.00594267388805747,0.02256365306675434,-0.02115105837583542]","[4.717789124697447e-06,-0.1616123914718628,0.06379276514053345,-0.11737938225269318,-1.066186547279358,0.18995018303394318,0.14931203424930573,0.0001493208110332489,-1.4126300811767578e-05]","[3.470052979537286e-05,-0.9598903059959412,1.1624640226364136,0.002276316052302718,-0.2912571430206299,-0.00012729130685329437,4.000220997113502e-06,0.021813474595546722,-0.02060726284980774]","[-0.00010447462409501895,0.060677669942379,-0.22455881536006927,-0.003680494613945484,-0.020372997969388962,-0.00017768987163435668,8.067372618825175e-06,4.561751666187774e-06,-1.3631499768962385e-06]","[-0.5008151531219482,-0.019136933609843254,0.2706202268600464]","[-0.6080313720414441,-0.0008142813825185311,0.7939123897740256,0.000552197903715908]",[]
1011,16.866666666666667,0.016666666666666666,842,16.84,0.010000000000001563,2,cycle_02_home_to_sleep,"[0.0,-1.800481915473938,1.576385498046875,0.0,-1.6108434200286865,0.0]","[-1.0940206607301661e-07,-1.802430510520935,1.5761897563934326,-0.002476984867826104,-1.6168299913406372,-0.0001605944416951388,0.00652275187894702,0.02214117906987667,-0.02157590165734291]","[9.040290024131536e-06,0.5747958421707153,-0.525129497051239,0.051757026463747025,0.49381446838378906,-0.1917426735162735,-0.1392841935157776,0.00034922733902931213,-0.0005321167409420013]","[3.469990042503923e-05,-0.9598913192749023,1.1624653339385986,0.0022762995213270187,-0.29125863313674927,-0.00012728155707009137,3.999764430773212e-06,0.021813465282320976,-0.02060755155980587]","[-0.00010445768566569313,0.06041727215051651,-0.22438658773899078,-0.0036805588752031326,-0.02035839483141899,-0.00017760199261829257,8.062243068707176e-06,4.560123670671601e-06,-1.363153046440857e-06]","[-0.501559317111969,-0.01882728561758995,0.27060839533805847]","[-0.6045972707144459,0.0009995121392487299,0.7965303566717984,-0.0007294658486567328]",[]
1012,16.883333333333333,0.016666666666666666,843,16.86,0.006666666666667709,2,cycle_02_home_to_sleep,"[0.0,-1.8048593997955322,1.5785542726516724,0.0,-1.6176706552505493,0.0]","[3.2144205874828913e-07,-1.8062529563903809,1.5808731317520142,0.0019679092802107334,-1.6172236204147339,0.00015708313731011003,-0.006280654575675726,0.022666703909635544,-0.021065181121230125]","[-8.326082024723291e-06,-0.09474920481443405,0.05610387399792671,-0.07888378947973251,-0.6073077917098999,0.17166276276111603,0.13355465233325958,8.921697735786438e-05,0.00018533319234848022]","[3.4701097320066765e-05,-0.9598903059959412,1.1624640226364136,0.0022763062734156847,-0.2912570536136627,-0.00012727217108476907,3.999358796136221e-06,0.02181345596909523,-0.020607840269804]","[-0.00010447461681906134,0.06067800521850586,-0.22455839812755585,-0.0036805481649935246,-0.02037297561764717,-0.00017769570695236325,8.068910574365873e-06,4.561539753922261e-06,-1.3632352420245297e-06]","[-0.501426100730896,-0.01913706585764885,0.2691971957683563]","[-0.6047835792673585,-0.0008029294920152057,0.7963892607807214,0.0005682129263278485]",[]
1013,16.9,0.016666666666666666,844,16.88,0.0033333333333338544,2,cycle_02_home_to_sleep,"[0.0,-1.809237003326416,1.5807229280471802,0.0,-1.6244980096817017,0.0]","[-9.301565739860962e-08,-1.8126482963562012,1.581091046333313,-0.0024150805547833443,-1.6340962648391724,-7.951701991260052e-05,0.0058921645395457745,0.022140197455883026,-0.02158248797059059]","[5.8558653108775616e-06,0.35612431168556213,-0.535516083240509,0.013259634375572205,-0.6629869937896729,-0.1365172564983368,-0.13910922408103943,-0.0001559210941195488,-7.313769310712814e-05]","[3.470046431175433e-05,-0.9598913192749023,1.1624653339385986,0.0022762904409319162,-0.2912585437297821,-0.00012726242130156606,3.998919055447914e-06,0.021813446655869484,-0.02060812897980213]","[-0.00010445862426422536,0.060416676104068756,-0.22438791394233704,-0.0036805744748562574,-0.02035856619477272,-0.00017760958871804178,8.065098882070743e-06,4.560044544632547e-06,-1.3627835642182617e-06]","[-0.5033058524131775,-0.018831804394721985,0.2685985267162323]","[-0.595565031534728,0.0009460346434064446,0.8033061931592933,-0.0007471702725016923]",[]
1014,16.916666666666668,0.016666666666666666,845,16.9,0.0,2,cycle_02_home_to_sleep,"[0.0,-1.8136144876480103,1.582891583442688,0.0,-1.6313252449035645,0.0]","[2.481025376255275e-07,-1.8150745630264282,1.5842827558517456,0.0018028304912149906,-1.6326253414154053,4.835006984649226e-05,-0.005587809719145298,0.022722842171788216,-0.021017709746956825]","[-2.0861305529251695e-05,0.14502225816249847,0.06175984442234039,-0.03721984475851059,0.5419871211051941,0.12249734997749329,0.10198795795440674,-0.0003840886056423187,0.0007167570292949677]","[3.4701661206781864e-05,-0.9598903059959412,1.1624640226364136,0.002276298124343157,-0.2912571430206299,-0.0001272524386877194,3.998490228696028e-06,0.021813437342643738,-0.020608417689800262]","[-0.00010447540989844128,0.06067751348018646,-0.2245597243309021,-0.003680554451420903,-0.02037256583571434,-0.00017767617828212678,8.067808266787324e-06,4.561777132039424e-06,-1.3632470654556528e-06]","[-0.5030689239501953,-0.01912545971572399,0.2676789462566376]","[-0.5964631116255711,-0.0007036365254859669,0.8026399850545631,0.0005619227635617305]",[]
1015,16.933333333333334,0.016666666666666666,845,16.9,0.016666666666669272,2,cycle_02_home_to_sleep,"[0.0,-1.8136144876480103,1.582891583442688,0.0,-1.6313252449035645,0.0]","[-5.637352273879515e-07,-1.812847375869751,1.5822569131851196,-0.0021828997414559126,-1.6310979127883911,-3.687124262796715e-05,0.0050914091989398,0.022137366235256195,-0.021574748679995537]","[1.400982728227973e-05,0.4046274423599243,-0.5502822399139404,0.057854291051626205,-0.20966333150863647,-0.10555291175842285,-0.07027074694633484,-0.0007882919162511826,0.00048142019659280777]","[3.470101728453301e-05,-0.9598913192749023,1.1624653339385986,0.0022762808948755264,-0.29125863313674927,-0.00012724334374070168,3.998059128207387e-06,0.02181342802941799,-0.020608706399798393]","[-0.00010445810767123476,0.060417212545871735,-0.22438670694828033,-0.0036806403659284115,-0.020358379930257797,-0.00017765174561645836,8.065500878728926e-06,4.560394700092729e-06,-1.362526973025524e-06]","[-0.5029717683792114,-0.01884792558848858,0.2683352828025818]","[-0.597156673923733,0.0008457610119388847,0.8021238791674693,-0.0006884373509372252]",[]
1016,16.95,0.016666666666666666,846,16.92,0.013333333333331865,2,cycle_02_home_to_sleep,"[0.0,-1.8179919719696045,1.5850602388381958,0.0,-1.6381525993347168,0.0]","[8.688480761520623e-07,-1.8220582008361816,1.587700605392456,0.0016937711043283343,-1.6448100805282593,4.581148095894605e-05,-0.004259048495441675,0.022542249411344528,-0.0211508646607399]","[-1.2242700904607773e-05,-0.1261257827281952,0.07358791679143906,-0.1073722392320633,-0.9679737091064453,0.07893375307321548,0.04940538480877876,-0.0007329173386096954,0.0010613985359668732]","[3.470222873147577e-05,-0.9598903059959412,1.1624640226364136,0.002276287879794836,-0.2912570536136627,-0.00012723395775537938,3.99763985114987e-06,0.021813418716192245,-0.020608995109796524]","[-0.00010447496606502682,0.06067803502082825,-0.22455841302871704,-0.003680652007460594,-0.020372925326228142,-0.0001777016295818612,8.069361683737952e-06,4.561453351925593e-06,-1.3629720569952042e-06]","[-0.504254162311554,-0.01911775954067707,0.2662617862224579]","[-0.5901236236647592,-0.0006589563256615094,0.8073124509624281,0.0005301795652983489]",[]
1017,16.966666666666665,0.016666666666666666,847,16.94,0.00999999999999801,2,cycle_02_home_to_sleep,"[0.0,-1.8223694562911987,1.5872288942337036,0.0,-1.6449799537658691,0.0]","[-6.908682621542539e-07,-1.824280023574829,1.5870417356491089,-0.002133413450792432,-1.65073561668396,-9.391595085617155e-06,0.003920461982488632,0.022175192832946777,-0.021487176418304443]","[2.531064092181623e-05,0.5414237976074219,-0.527005136013031,0.04381580278277397,0.4275009036064148,-0.06453965604305267,-0.024082129821181297,-0.0007932186126708984,0.0004152301698923111]","[3.4701573895290494e-05,-0.9598913192749023,1.1624653339385986,0.0022762713488191366,-0.2912585437297821,-0.00012722430983558297,3.997184649051633e-06,0.0218134094029665,-0.020609283819794655]","[-0.00010445908264955506,0.06041654944419861,-0.2243877649307251,-0.0036806592252105474,-0.02035854384303093,-0.0001776267308741808,8.063473615038674e-06,4.560178240353707e-06,-1.3623637187265558e-06]","[-0.5050022006034851,-0.01885155774652958,0.26623448729515076]","[-0.5865633401104849,0.0008140122390140631,0.809902655283514,-0.0006887577365979918]",[]
1018,16.983333333333334,0.016666666666666666,848,16.96,0.006666666666664156,2,cycle_02_home_to_sleep,"[0.0,-1.826746940612793,1.5893975496292114,0.0,-1.651807188987732,0.0]","[4.679843073063239e-07,-1.8282439708709717,1.591658115386963,0.0015602520434185863,-1.6520763635635376,-1.9347549823578447e-05,-0.002909357426688075,0.022583384066820145,-0.02105940319597721]","[-2.7477479306980968e-05,-0.07619939744472504,0.05744239315390587,-0.0675608292222023,-0.5881883502006531,0.035444509238004684,0.004074424505233765,-0.0007129795849323273,0.0011833030730485916]","[3.470278170425445e-05,-0.9598903059959412,1.1624640226364136,0.002276279265061021,-0.2912571430206299,-0.00012721421080641448,3.996731265942799e-06,0.021813400089740753,-0.020609572529792786]","[-0.0001044762902893126,0.060677669942379,-0.22456002235412598,-0.0036806301213800907,-0.02037249319255352,-0.0001776833232725039,8.0669751696405e-06,4.561537025438156e-06,-1.3627250154968351e-06]","[-0.5049296617507935,-0.019108399748802185,0.26481908559799194]","[-0.586284691575188,-0.0005874987603495766,0.8101047155906899,0.0005148276609426481]",[]
1019,17.0,0.016666666666666666,849,16.98,0.0033333333333338544,2,cycle_02_home_to_sleep,"[0.0,-1.8311245441436768,1.5915663242340088,0.0,-1.6586345434188843,0.0]","[-6.553792673003045e-07,-1.8344672918319702,1.5919636487960815,-0.0019327012123540044,-1.667822241783142,9.020907600643113e-05,0.0018374150386080146,0.022158371284604073,-0.021448234096169472]","[2.5735411327332258e-05,0.3534906804561615,-0.5166702270507812,0.008256368339061737,-0.5877559781074524,-0.0005243930500000715,0.002968347631394863,-0.0010594334453344345,0.0006263237446546555]","[3.47021414199844e-05,-0.9598913192749023,1.1624653339385986,0.002276261802762747,-0.29125863313674927,-0.00012720449012704194,3.99630107494886e-06,0.021813390776515007,-0.020609861239790916]","[-0.00010445885709486902,0.06041703373193741,-0.22438660264015198,-0.003680729540064931,-0.020358357578516006,-0.00017761105846147984,8.064422218012623e-06,4.56001544080209e-06,-1.3622857295558788e-06]","[-0.5066579580307007,-0.018865738064050674,0.2641564905643463]","[-0.577475517887144,0.0007052514546036215,0.8164074240288882,-0.0006684698016555968]",[]
1020,17.016666666666666,0.016666666666666666,850,17.0,0.0,2,cycle_02_home_to_sleep,"[0.0,-1.835502028465271,1.5937349796295166,0.0,-1.6654618978500366,0.0]","[2.937163685601263e-07,-1.836940884590149,1.5951601266860962,0.001247977721504867,-1.6667664051055908,3.9682996430201456e-05,-0.0009677837952040136,0.022578304633498192,-0.02101627178490162]","[-6.077811121940613e-05,0.13863563537597656,0.045671939849853516,-0.031127823516726494,0.46523135900497437,-0.00023004179820418358,-0.043031781911849976,-0.0007845256477594376,0.0013165101408958435]","[3.4703374694800004e-05,-0.9598903059959412,1.1624640226364136,0.0022762694861739874,-0.2912570536136627,-0.00012719444930553436,3.99586497223936e-06,0.02181338146328926,-0.020610149949789047]","[-0.00010447615204611793,0.0606781542301178,-0.22455845773220062,-0.00368070462718606,-0.020372914150357246,-0.00017767099780030549,8.068156603258103e-06,4.5614106056746095e-06,-1.3632544551001047e-06]","[-0.5064368844032288,-0.019086604937911034,0.2632325291633606]","[-0.5782013464587924,-0.0004839459354807625,0.8158938750967468,0.00039157270743200607]",[]
