physics_frame,physics_time_s,physics_dt_s,command_index,nominal_command_time_s,scheduler_phase_error_s,cycle,segment,target_arm_q,left_q,left_qd,right_q,right_qd,left_ee_position_world_m,left_ee_orientation_world_wxyz,contacts
411,6.866666666666666,0.016666666666666666,342,6.84,0.009999999999999787,1,cycle_01_sleep_hold,"[0.0,-2.049999952316284,1.7000000476837158,0.0,-2.0,0.0]","[-9.629291071178159e-07,-1.8500488996505737,1.6057032346725464,-0.00014695759455207735,-1.867502212524414,-1.5650162822566926e-05,-3.355051376274787e-05,0.022396327927708626,-0.023264698684215546]","[8.093919313978404e-05,1.479008551541483e-05,-2.077424323942978e-05,0.009892246685922146,-9.104396667680703e-07,-0.0011820767540484667,1.4904362615197897e-06,-0.0003086579963564873,-0.0003525754436850548]","[3.45135667885188e-05,-0.9598913192749023,1.1624653339385986,0.0022793130483478308,-0.29125863313674927,-0.00013362764730118215,4.284224360162625e-06,0.021817095577716827,-0.02041681297123432]","[-0.00010440275946166366,0.06041637808084488,-0.2243872731924057,-0.0036672118585556746,-0.020359709858894348,-0.00017764532822184265,8.069294381130021e-06,4.626665031537414e-06,-1.3728223393627559e-06]","[-0.5191248059272766,-0.018990112468600273,0.2539607286453247]","[-0.4924237716525898,5.473475697121769e-05,0.870355573298368,-4.6303494020775596e-05]",[]
412,6.883333333333334,0.016666666666666666,343,6.86,0.0066666666666659324,1,cycle_01_sleep_hold,"[0.0,-2.049999952316284,1.7000000476837158,0.0,-2.0,0.0]","[-9.630188060327782e-07,-1.8500491380691528,1.6057031154632568,-0.00014697943697683513,-1.867502212524414,-1.5659154087188654e-05,-3.3559026633156464e-05,0.02239697054028511,-0.023265210911631584]","[8.093936776276678e-05,1.482898005633615e-05,-2.0832223526667804e-05,0.009899060241878033,-9.27073585899052e-07,-0.001180550316348672,1.4945981092751026e-06,-0.0003041364252567291,-0.0003570998087525368]","[3.451488373684697e-05,-0.9598903059959412,1.1624640226364136,0.002279318869113922,-0.29125720262527466,-0.00013361491437535733,4.283633188606473e-06,0.021817082539200783,-0.02041720040142536]","[-0.00010441397898830473,0.06067846715450287,-0.2245585173368454,-0.0036671925336122513,-0.020374104380607605,-0.00017770225531421602,8.06970456324052e-06,4.6269815356936306e-06,-1.3733052810493973e-06]","[-0.5191248655319214,-0.01899009197950363,0.2539607882499695]","[-0.4924235966488232,5.4706816025658864e-05,0.8703556723126242,-4.6301630301350944e-05]",[]
413,6.9,0.016666666666666666,344,6.88,0.0033333333333338544,1,cycle_01_sleep_hold,"[0.0,-2.049999952316284,1.7000000476837158,0.0,-2.0,0.0]","[-9.630766726331785e-07,-1.8500488996505737,1.6057032346725464,-0.00014700574683956802,-1.867502212524414,-1.5663459635106847e-05,-3.3563075703568757e-05,0.022397616878151894,-0.023265821859240532]","[8.09399934951216e-05,1.4834588000667281e-05,-2.0805260646739043e-05,0.009904266335070133,-9.304165473622561e-07,-0.0011790837161242962,1.4932884369045496e-06,-0.000302391592413187,-0.00035884790122509]","[3.451429802225903e-05,-0.9598912596702576,1.1624653339385986,0.0022792986128479242,-0.29125863313674927,-0.00013360168668441474,4.283058387954952e-06,0.021817071363329887,-0.0204175915569067]","[-0.00010438652680022642,0.06041700392961502,-0.2243843525648117,-0.0036673620343208313,-0.020359963178634644,-0.00017756648594513535,8.06581101642223e-06,4.624946086551063e-06,-1.3723131360166008e-06]","[-0.5191248059272766,-0.018990106880664825,0.2539607286453247]","[-0.4924237716525898,5.473475697121769e-05,0.870355573298368,-4.6303494020775596e-05]",[]
414,6.916666666666667,0.016666666666666666,345,6.9,0.0,1,cycle_01_sleep_hold,"[0.0,-2.049999952316284,1.7000000476837158,0.0,-2.0,0.0]","[-9.631323791836621e-07,-1.8500491380691528,1.6057031154632568,-0.000147023078170605,-1.867502212524414,-1.567146318848245e-05,-3.357095192768611e-05,0.022398237138986588,-0.023266471922397614]","[8.093996439129114e-05,1.4811005712545011e-05,-2.0793078874703497e-05,0.009909983724355698,-9.311695521319052e-07,-0.001177819212898612,1.4885154087096453e-06,-0.0003033950924873352,-0.0003578481264412403]","[3.451561133260839e-05,-0.9598903059959412,1.1624640226364136,0.002279304899275303,-0.29125699400901794,-0.00013358858996070921,4.282481768314028e-06,0.021817060187458992,-0.02041797898709774]","[-0.00010439666220918298,0.06067737191915512,-0.22455981373786926,-0.0036673876456916332,-0.020375128835439682,-0.00017760615446604788,8.067444468906615e-06,4.625395376933739e-06,-1.3732218349105096e-06]","[-0.5191248655319214,-0.018990090116858482,0.2539607584476471]","[-0.49242372514287247,5.473662127117214e-05,0.870355599612196,-4.630349542068871e-05]",[]
415,6.933333333333334,0.016666666666666666,345,6.9,0.016666666666666607,1,cycle_01_sleep_hold,"[0.0,-2.049999952316284,1.7000000476837158,0.0,-2.0,0.0]","[-9.631639841245487e-07,-1.8500488996505737,1.6057032346725464,-0.00014704314526170492,-1.867502212524414,-1.5674335372750647e-05,-3.35737167915795e-05,0.02239879220724106,-0.023267120122909546]","[8.094030636129901e-05,1.4820241631241515e-05,-2.082957507809624e-05,0.009914034977555275,-9.260219258067082e-07,-0.0011766882380470634,1.4900288078933954e-06,-0.0003069443628191948,-0.0003543021157383919]","[3.451503289397806e-05,-0.9598913192749023,1.1624653339385986,0.0022792862728238106,-0.29125866293907166,-0.00013357540592551231,4.281885139789665e-06,0.021817049011588097,-0.02041837014257908]","[-0.00010437442688271403,0.06041625887155533,-0.2243877351284027,-0.0036673774011433125,-0.02035943791270256,-0.00017751747509464622,8.062976121436805e-06,4.622867891157512e-06,-1.3725783674090053e-06]","[-0.5191248059272766,-0.018990103155374527,0.2539607882499695]","[-0.49242374839560615,5.4765491442848074e-05,0.8703555864545109,-4.6305357365798335e-05]",[]
416,6.95,0.016666666666666666,346,6.92,0.013333333333333641,1,cycle_01_sleep_hold,"[0.0,-2.049999952316284,1.7000000476837158,0.0,-2.0,0.0]","[-9.631821740185842e-07,-1.8500491380691528,1.6057031154632568,-0.00014705496141687036,-1.867502212524414,-1.568055995448958e-05,-3.357987952767871e-05,0.022399239242076874,-0.02326771430671215]","[8.094038639683276e-05,1.4739943253516685e-05,-2.0680507077486254e-05,0.009917784482240677,-9.227397868016851e-07,-0.001175849698483944,1.491396687924862e-06,-0.00031265709549188614,-0.00034859078004956245]","[3.4516353480285034e-05,-0.9598903059959412,1.1624640226364136,0.0022792916279286146,-0.29125720262527466,-0.00013356249837670475,4.2812876017706e-06,0.0218170378357172,-0.02041875571012497]","[-0.00010438298340886831,0.06067867949604988,-0.22455823421478271,-0.003667454468086362,-0.020374013110995293,-0.00017756895977072418,8.063299901550636e-06,4.623614586307667e-06,-1.3723362144446583e-06]","[-0.5191248655319214,-0.018990090116858482,0.2539607584476471]","[-0.49242372514287247,5.473662127117214e-05,0.870355599612196,-4.630349542068871e-05]",[]
417,6.966666666666667,0.016666666666666666,347,6.94,0.009999999999999787,1,cycle_01_sleep_hold,"[0.0,-2.049999952316284,1.7000000476837158,0.0,-2.0,0.0]","[-9.631796729081543e-07,-1.8500488996505737,1.6057032346725464,-0.00014706568617839366,-1.867502212524414,-1.5682055163779296e-05,-3.358061803737655e-05,0.022399548441171646,-0.023268219083547592]","[8.094059012364596e-05,1.4812732842983678e-05,-2.0823594240937382e-05,0.009919666685163975,-9.006672598843579e-07,-0.0011752542341127992,1.4758261386305094e-06,-0.0003200205974280834,-0.0003412291407585144]","[3.4515764127718285e-05,-0.9598912596702576,1.1624653339385986,0.002279273234307766,-0.29125863313674927,-0.0001335490815108642,4.280700977687957e-06,0.021817026659846306,-0.020419146865606308]","[-0.00010435857257107273,0.06041685491800308,-0.22438427805900574,-0.0036675320006906986,-0.02036011777818203,-0.00017743580974638462,8.059955689532217e-06,4.621157131623477e-06,-1.371586563436722e-06]","[-0.5191248059272766,-0.018990103155374527,0.2539607882499695]","[-0.49242374839560615,5.4765491442848074e-05,0.8703555864545109,-4.6305357365798335e-05]",[]
418,6.983333333333333,0.016666666666666666,348,6.96,0.006666666666666821,1,cycle_01_sleep_hold,"[0.0,-2.049999952316284,1.7000000476837158,0.0,-2.0,0.0]","[-9.63156139732746e-07,-1.8500491380691528,1.6057031154632568,-0.00014706664660479873,-1.867502212524414,-1.568581683386583e-05,-3.358440881129354e-05,0.022399725392460823,-0.023268595337867737]","[8.094079385045916e-05,1.4735516742803156e-05,-2.0677671273006126e-05,0.009920627810060978,-9.31593149289256e-07,-0.0011750555131584406,1.483509549871087e-06,-0.00032839085906744003,-0.0003328593447804451]","[3.4517088352004066e-05,-0.9598903059959412,1.1624640226364136,0.0022792816162109375,-0.29125699400901794,-0.00013353627582546324,4.280115717847366e-06,0.02181701548397541,-0.0204195287078619]","[-0.00010436854790896177,0.06067749857902527,-0.2245597541332245,-0.0036675240844488144,-0.020375147461891174,-0.00017750605184119195,8.062538654485252e-06,4.621596417564433e-06,-1.372154201817466e-06]","[-0.5191248655319214,-0.018990086391568184,0.2539607882499695]","[-0.4924236608927578,5.476642213000244e-05,0.8703556359613005,-4.630349418347862e-05]",[]
419,7.0,0.016666666666666666,349,6.98,0.0033333333333329662,1,cycle_01_sleep_hold,"[0.0,-2.049999952316284,1.7000000476837158,0.0,-2.0,0.0]","[-9.631224884287803e-07,-1.8500488996505737,1.6057032346725464,-0.00014706721412949264,-1.867502212524414,-1.5684712707297876e-05,-3.3582902688067406e-05,0.02239975333213806,-0.023268824443221092]","[8.09406628832221e-05,1.4752850802324247e-05,-2.0803763618459925e-05,0.009919870644807816,-9.137085044130799e-07,-0.001175131881609559,1.4849647413939238e-06,-0.0003371844068169594,-0.00032406533136963844]","[3.451650627539493e-05,-0.9598913192749023,1.1624653339385986,0.0022792622912675142,-0.29125866293907166,-0.0001335232227575034,4.279535460227635e-06,0.021817004308104515,-0.020419912412762642]","[-0.00010434449359308928,0.060416147112846375,-0.2243877798318863,-0.003667650045827031,-0.020359352231025696,-0.00017739309987518936,8.058030289248563e-06,4.619410901796073e-06,-1.371597932120494e-06]","[-0.5191248059272766,-0.018990103155374527,0.2539607882499695]","[-0.49242374839560615,5.4765491442848074e-05,0.8703555864545109,-4.6305357365798335e-05]",[]
420,7.016666666666667,0.016666666666666666,350,7.0,0.0,1,cycle_01_sleep_to_home,"[0.0,-2.049999952316284,1.7000000476837158,0.0,-2.0,0.0]","[-9.630833801566041e-07,-1.8500491380691528,1.6057031154632568,-0.00014705906505696476,-1.867502212524414,-1.5685553080402315e-05,-3.358463800395839e-05,0.022399649024009705,-0.02326890267431736]","[8.094043005257845e-05,1.4739455764356535e-05,-2.0708783267764375e-05,0.00991879589855671,-9.160938816421549e-07,-0.0011754668084904552,1.4832767192274332e-06,-0.00034580379724502563,-0.00031544361263513565]","[3.451781958574429e-05,-0.9598903059959412,1.1624640226364136,0.0022792664822191,-0.29125723242759705,-0.00013351032976061106,4.278966571291676e-06,0.02181699313223362,-0.020420290529727936]","[-0.00010435519652673975,0.060678645968437195,-0.22455807030200958,-0.0036676647141575813,-0.020373977720737457,-0.00017744963406585157,8.059924766712356e-06,4.620207619154826e-06,-1.3717203728447203e-06]","[-0.5191248655319214,-0.018990086391568184,0.2539607882499695]","[-0.4924236608927578,5.476642213000244e-05,0.8703556359613005,-4.630349418347862e-05]",[]
421,7.033333333333333,0.016666666666666666,350,7.0,0.016666666666666607,1,cycle_01_sleep_to_home,"[0.0,-2.049999952316284,1.7000000476837158,0.0,-2.0,0.0]","[-9.630265367377433e-07,-1.8500488996505737,1.6057032346725464,-0.00014705289504490793,-1.867502212524414,-1.5682458979426883e-05,-3.3581076422706246e-05,0.0223994143307209,-0.02326883003115654]","[8.094069198705256e-05,1.4759628356841858e-05,-2.0776929886778817e-05,0.009915858507156372,-9.03125283002737e-07,-0.0011760127963498235,1.491600414738059e-06,-0.0003536585718393326,-0.0003075888380408287]","[3.4517241147113964e-05,-0.9598912596702576,1.1624653339385986,0.0022792480885982513,-0.29125863313674927,-0.00013349736400414258,4.278369033272611e-06,0.021816981956362724,-0.02042067050933838]","[-0.00010433607531012967,0.06041703373193741,-0.2243838757276535,-0.003667735029011965,-0.02036009170114994,-0.000177364592673257,8.056167644099332e-06,4.6181503421394154e-06,-1.3709304766962305e-06]","[-0.5191248059272766,-0.018990103155374527,0.2539607882499695]","[-0.49242374839560615,5.4765491442848074e-05,0.8703555864545109,-4.6305357365798335e-05]",[]
422,7.05,0.016666666666666666,351,7.02,0.013333333333333641,1,cycle_01_sleep_to_home,"[0.0,-2.0456225872039795,1.6978312730789185,0.0,-1.9931726455688477,0.0]","[-9.629826536183828e-07,-1.8500492572784424,1.6057031154632568,-0.00014703617489431053,-1.867502212524414,-1.5680730939493515e-05,-3.3580814488232136e-05,0.02239907905459404,-0.02326861210167408]","[8.094013901427388e-05,1.4745941371074878e-05,-2.07419871003367e-05,0.009913475252687931,-9.137847882811911e-07,-0.0011768090771511197,1.4817051123827696e-06,-0.00036029238253831863,-0.0003009531646966934]","[3.451857264735736e-05,-0.9598903059959412,1.1624640226364136,0.0022792555391788483,-0.29125699400901794,-0.00013348457287065685,4.277795596863143e-06,0.02181697078049183,-0.020421046763658524]","[-0.00010435104195494205,0.06067740172147751,-0.2245596945285797,-0.0036677171010524035,-0.02037540264427662,-0.00017743367061484605,8.059032552409917e-06,4.6193435991881415e-06,-1.3713918178837048e-06]","[-0.5191248059272766,-0.01899009570479393,0.2539607584476471]","[-0.49242357339388565,5.4708679497708716e-05,0.8703556854695188,-4.630163100127822e-05]",[]
423,7.066666666666666,0.016666666666666666,352,7.04,0.009999999999999787,1,cycle_01_sleep_to_home,"[0.0,-2.0412449836730957,1.6956626176834106,0.0,-1.9863454103469849,0.0]","[-9.629071655581356e-07,-1.8500490188598633,1.6057032346725464,-0.00014702629414387047,-1.867502212524414,-1.5676832845201716e-05,-3.357437890372239e-05,0.022398684173822403,-0.02326827496290207]","[8.094049553619698e-05,1.476372290198924e-05,-2.082433275063522e-05,0.009909518994390965,-9.208001756633166e-07,-0.0011776034953072667,1.4945981092751026e-06,-0.00036533502861857414,-0.000295909121632576]","[3.4518001484684646e-05,-0.9598913192749023,1.1624653339385986,0.002279235515743494,-0.29125866293907166,-0.00013347169442567974,4.277218977222219e-06,0.021816959604620934,-0.02042141929268837]","[-0.00010433385614305735,0.06041615828871727,-0.22438770532608032,-0.0036677715834230185,-0.02035939320921898,-0.00017735626897774637,8.056378646870144e-06,4.617738341039512e-06,-1.3710701978197903e-06]","[-0.5191248059272766,-0.018990106880664825,0.2539607286453247]","[-0.4924237716525898,5.473475697121769e-05,0.870355573298368,-4.6303494020775596e-05]",[]
424,7.083333333333333,0.016666666666666666,353,7.06,0.006666666666666821,1,cycle_01_sleep_to_home,"[0.0,-2.036867380142212,1.6934939622879028,0.0,-1.9795180559158325,0.0]","[-9.628724910726305e-07,-1.8500491380691528,1.6057031154632568,-0.00014700631436426193,-1.867502212524414,-1.56737460201839e-05,-3.3572359825484455e-05,0.022398239001631737,-0.023267844691872597]","[8.093977521639317e-05,1.4814500900683925e-05,-2.075122574751731e-05,0.00990661047399044,-9.2911750471103e-07,-0.001178532256744802,1.4855177141726017e-06,-0.00036855507642030716,-0.0002926844172179699]","[3.451931843301281e-05,-0.9598903059959412,1.1624640226364136,0.0022792399395257235,-0.29125723242759705,-0.00013345885963644832,4.276661456970032e-06,0.021816948428750038,-0.020421791821718216]","[-0.00010434905561851338,0.06067866086959839,-0.22455808520317078,-0.003667795564979315,-0.020373960956931114,-0.00017742130148690194,8.058837920543738e-06,4.618843377102166e-06,-1.3717824458581163e-06]","[-0.5191248655319214,-0.01899009197950363,0.2539607882499695]","[-0.4924235966488232,5.4706816025658864e-05,0.8703556723126242,-4.6301630301350944e-05]",[]
425,7.1,0.016666666666666666,354,7.08,0.0033333333333329662,1,cycle_01_sleep_to_home,"[0.0,-2.0324900150299072,1.691325306892395,0.0,-1.9726908206939697,0.0]","[-9.628223551771953e-07,-1.8500488996505737,1.6057032346725464,-0.00014699898019898683,-1.867502212524414,-1.5669305867049843e-05,-3.356632441864349e-05,0.022397778928279877,-0.023267347365617752]","[8.093986980384216e-05,1.477820478612557e-05,-2.074880467262119e-05,0.009901938959956169,-9.139700978266774e-07,-0.0011793167795985937,1.4907855074852705e-06,-0.0003697923384606838,-0.0002914462238550186]","[3.4518729080446064e-05,-0.9598912596702576,1.1624653339385986,0.0022792217787355185,-0.29125863313674927,-0.00013344640319701284,4.27608574682381e-06,0.021816937252879143,-0.020422164350748062]","[-0.00010432855924591422,0.06041703000664711,-0.2243839055299759,-0.00366787938401103,-0.02036002278327942,-0.0001773593103280291,8.05450417828979e-06,4.617082595359534e-06,-1.3705999890589737e-06]","[-0.5191248059272766,-0.018990108743309975,0.2539607286453247]","[-0.4924237716525898,5.473475697121769e-05,0.870355573298368,-4.6303494020775596e-05]",[]
426,7.116666666666666,0.016666666666666666,355,7.1,0.0,1,cycle_01_sleep_to_home,"[0.0,-2.0281124114990234,1.6891566514968872,0.0,-1.9658634662628174,0.0]","[-9.628050747778616e-07,-1.8500490188598633,1.6057031154632568,-0.00014698097947984934,-1.867502212524414,-1.5666157196392305e-05,-3.356487650307827e-05,0.022397344931960106,-0.02326682209968567]","[8.093935321085155e-05,1.4825991456746124e-05,-2.0781732018804178e-05,0.00989947933703661,-9.203419040204608e-07,-0.0011802074732258916,1.4925608411431313e-06,-0.00036912551149725914,-0.00029211118817329407]","[3.452003875281662e-05,-0.9598903059959412,1.1624640226364136,0.0022792285308241844,-0.29125699400901794,-0.00013343346654437482,4.275528681318974e-06,0.021816926077008247,-0.02042253315448761]","[-0.00010434423893457279,0.06067744642496109,-0.22455960512161255,-0.0036678719334304333,-0.02037537470459938,-0.0001773921976564452,8.058842468017247e-06,4.618243110598996e-06,-1.371602479594003e-06]","[-0.5191248655319214,-0.018990112468600273,0.25396081805229187]","[-0.49242374840108644,5.473662044381071e-05,0.8703555864564945,-4.624389007736509e-05]",[]
427,7.133333333333334,0.016666666666666666,355,7.1,0.016666666666666607,1,cycle_01_sleep_to_home,"[0.0,-2.0281124114990234,1.6891566514968872,0.0,-1.9658634662628174,0.0]","[-9.627738108974881e-07,-1.8500490188598633,1.6057031154632568,-0.00014697518781758845,-1.867502212524414,-1.566132232255768e-05,-3.3560736483195797e-05,0.02239694632589817,-0.023266306146979332]","[8.093945507425815e-05,1.4769532754144166e-05,-2.0737315935548395e-05,0.009895962662994862,-9.192453376272169e-07,-0.0011808114359155297,1.4792312867939472e-06,-0.0003666626289486885,-0.00029456987977027893]","[3.4519453038228676e-05,-0.9598913192749023,1.1624653339385986,0.002279210602864623,-0.29125866293907166,-0.00013342106831260026,4.2749543354148045e-06,0.021816914901137352,-0.020422905683517456]","[-0.00010432700219098479,0.060416169464588165,-0.22438780963420868,-0.003667919198051095,-0.02035938948392868,-0.0001773436670191586,8.053621058934368e-06,4.61694708064897e-06,-1.3709402537642745e-06]","[-0.5191248655319214,-0.018990112468600273,0.25396081805229187]","[-0.49242374840108644,5.473662044381071e-05,0.8703555864564945,-4.624389007736509e-05]",[]
428,7.15,0.016666666666666666,356,7.12,0.013333333333333641,1,cycle_01_sleep_to_home,"[0.0,-2.0237350463867188,1.6869879961013794,0.0,-1.959036111831665,0.0]","[-9.627702866055188e-07,-1.8500490188598633,1.6057031154632568,-0.0001469630078645423,-1.867502212524414,-1.5657225958420895e-05,-3.355720764375292e-05,0.022396625950932503,-0.023265818133950233]","[8.093936776276678e-05,1.4772986105526797e-05,-2.073629730148241e-05,0.00989434402436018,-9.038924417836824e-07,-0.0011814188910648227,1.4853430911898613e-06,-0.0003626425750553608,-0.00029858993366360664]","[3.452076998655684e-05,-0.9598903059959412,1.1624640226364136,0.002279215957969427,-0.29125723242759705,-0.0001334087282884866,4.2743895392050035e-06,0.021816903725266457,-0.020423274487257004]","[-0.00010434299474582076,0.06067858636379242,-0.22455818951129913,-0.0036678926553577185,-0.020373977720737457,-0.00017741882766131312,8.057805644057225e-06,4.618296770786401e-06,-1.371608959743753e-06]","[-0.5191248655319214,-0.018990112468600273,0.25396081805229187]","[-0.49242374840108644,5.473662044381071e-05,0.8703555864564945,-4.624389007736509e-05]",[]
429,7.166666666666667,0.016666666666666666,357,7.14,0.010000000000000675,1,cycle_01_sleep_to_home,"[0.0,-2.019357442855835,1.684819221496582,0.0,-1.9522088766098022,0.0]","[-9.627749477658654e-07,-1.8500490188598633,1.6057031154632568,-0.00014696027210447937,-1.867502212524414,-1.5655165043426678e-05,-3.355493754497729e-05,0.022396398708224297,-0.023265410214662552]","[8.093910582829267e-05,1.4772612303204369e-05,-2.0740784748340957e-05,0.00989293958991766,-9.063491575034277e-07,-0.001181664876639843,1.4915422070771456e-06,-0.00035745464265346527,-0.00030377740040421486]","[3.4520180633990094e-05,-0.9598912596702576,1.1624653339385986,0.002279197331517935,-0.29125863313674927,-0.00013339568977244198,4.2738129195640795e-06,0.02181689254939556,-0.0204236451536417]","[-0.00010432141425553709,0.06041707098484039,-0.22438378632068634,-0.0036680465564131737,-0.020360084250569344,-0.00017728679813444614,8.052952580328565e-06,4.615576472133398e-06,-1.370640688946878e-06]","[-0.5191248655319214,-0.018990112468600273,0.25396081805229187]","[-0.49242374840108644,5.473662044381071e-05,0.8703555864564945,-4.624389007736509e-05]",[]
430,7.183333333333334,0.016666666666666666,358,7.16,0.006666666666666821,1,cycle_01_sleep_to_home,"[0.0,-2.014979839324951,1.6826505661010742,0.0,-1.94538152217865,0.0]","[-9.62789840741607e-07,-1.8500490188598633,1.6057031154632568,-0.00014695804566144943,-1.867502212524414,-1.5653589798603207e-05,-3.355412991368212e-05,0.02239627204835415,-0.023265091702342033]","[8.093933865893632e-05,1.477320802223403e-05,-2.073360883514397e-05,0.009892742149531841,-9.105633580475114e-07,-0.0011817828053608537,1.4931720215827227e-06,-0.0003515174612402916,-0.0003097141161561012]","[3.452148303040303e-05,-0.9598903059959412,1.1624640226364136,0.002279205247759819,-0.29125699400901794,-0.00013338324788492173,4.273244485375471e-06,0.021816881373524666,-0.02042401395738125]","[-0.00010433807619847357,0.060677483677864075,-0.2245597243309021,-0.00366798578761518,-0.02037527784705162,-0.00017738586757332087,8.055709258769639e-06,4.617646482074633e-06,-1.371565303998068e-06]","[-0.5191248655319214,-0.018990112468600273,0.25396081805229187]","[-0.49242374840108644,5.473662044381071e-05,0.8703555864564945,-4.624389007736509e-05]",[]
431,7.2,0.016666666666666666,359,7.18,0.0033333333333338544,1,cycle_01_sleep_to_home,"[0.0,-2.0106024742126465,1.6804819107055664,0.0,-1.9385541677474976,0.0]","[-9.628123507354758e-07,-1.8500490188598633,1.6057029962539673,-0.0001469591516070068,-1.867502212524414,-1.5653235095669515e-05,-3.3554635592736304e-05,0.02239622361958027,-0.023264868184924126]","[8.093938231468201e-05,1.477500882174354e-05,-2.0739491446875036e-05,0.00989322829991579,-9.297771725869097e-07,-0.001181701198220253,1.4954130165278912e-06,-0.00034521007910370827,-0.0003160228952765465]","[3.45209009537939e-05,-0.9598913192749023,1.1624653339385986,0.0022791873198002577,-0.29125866293907166,-0.00013337070413399488,4.272667865734547e-06,0.02181687019765377,-0.020424382761120796]","[-0.00010431903501739725,0.060416076332330704,-0.22438782453536987,-0.003668044228106737,-0.020359352231025696,-0.00017729820683598518,8.051378244999796e-06,4.6159311750670895e-06,-1.3708504411624745e-06]","[-0.5191248655319214,-0.018990108743309975,0.25396081805229187]","[-0.49242360827793535,5.470681561220343e-05,0.8703556657347735,-4.627182763107059e-05]",[]
432,7.216666666666667,0.016666666666666666,360,7.2,0.0,1,cycle_01_sleep_to_home,"[0.0,-2.0062248706817627,1.6783132553100586,0.0,-1.9317269325256348,0.0]","[-9.62826561590191e-07,-1.8500488996505737,1.6057031154632568,-0.00014696893049404025,-1.867502212524414,-1.565272941661533e-05,-3.355356238898821e-05,0.022396277636289597,-0.02326476015150547]","[8.093941141851246e-05,1.4828433450020384e-05,-2.0778534235432744e-05,0.009893194772303104,-9.192168022309488e-07,-0.001181376981548965,1.4807155821472406e-06,-0.00033890455961227417,-0.0003223288804292679]","[3.4522217902122065e-05,-0.9598903059959412,1.1624640226364136,0.0022791915107518435,-0.29125723242759705,-0.00013335795665625483,4.2721026147773955e-06,0.021816859021782875,-0.020424751564860344]","[-0.00010433544230181724,0.06067875027656555,-0.22455815970897675,-0.0036680661141872406,-0.020373977720737457,-0.0001773633703123778,8.056344995566178e-06,4.617423655872699e-06,-1.371411713080306e-06]","[-0.5191248655319214,-0.018990112468600273,0.25396081805229187]","[-0.49242374840108644,5.473662044381071e-05,0.8703555864564945,-4.624389007736509e-05]",[]
433,7.233333333333333,0.016666666666666666,360,7.2,0.016666666666666607,1,cycle_01_sleep_to_home,"[0.0,-2.0062248706817627,1.6783132553100586,0.0,-1.9317269325256348,0.0]","[-9.628759016777622e-07,-1.8500490188598633,1.6057031154632568,-0.00014696866855956614,-1.867502212524414,-1.565419734106399e-05,-3.3556774724274874e-05,0.02239643596112728,-0.02326476015150547]","[8.093944052234292e-05,1.4829546671535354e-05,-2.0801209757337347e-05,0.009896188974380493,-9.186755391965562e-07,-0.0011810949072241783,1.4911929611116648e-06,-0.00033308379352092743,-0.0003281496465206146]","[3.4521632187534124e-05,-0.9598912596702576,1.1624653339385986,0.002279173117130995,-0.29125863313674927,-0.0001333455293206498,4.271567831892753e-06,0.02181684784591198,-0.02042512036859989]","[-0.00010431397095089778,0.06041700392961502,-0.22438392043113708,-0.003668156685307622,-0.02036009356379509,-0.00017728740931488574,8.053992132772692e-06,4.615087163983844e-06,-1.3705258652407792e-06]","[-0.5191248655319214,-0.018990112468600273,0.25396081805229187]","[-0.49242374840108644,5.473662044381071e-05,0.8703555864564945,-4.624389007736509e-05]",[]
434,7.25,0.016666666666666666,361,7.22,0.013333333333333641,1,cycle_01_sleep_to_home,"[0.0,-2.001847505569458,1.6761445999145508,0.0,-1.9248995780944824,0.0]","[-9.629115993448067e-07,-1.8500490188598633,1.6057031154632568,-0.0001469789131078869,-1.867502212524414,-1.5657176845707e-05,-3.355967055540532e-05,0.02239665947854519,-0.023264875635504723]","[8.093945507425815e-05,1.4827637642156333e-05,-2.080362173728645e-05,0.009898490272462368,-9.195933330374828e-07,-0.0011804243549704552,1.4994002413004637e-06,-0.00032811379060149193,-0.00033312058076262474]","[3.452293822192587e-05,-0.9598903059959412,1.1624640226364136,0.002279181033372879,-0.29125699400901794,-0.00013333339302334934,4.271023044566391e-06,0.021816836670041084,-0.02042548917233944]","[-0.00010433147690491751,0.060677461326122284,-0.22455964982509613,-0.0036680910270661116,-0.020375331863760948,-0.00017737937741912901,8.0568179328111e-06,4.6169725465006195e-06,-1.3708312280868995e-06]","[-0.5191248655319214,-0.018990112468600273,0.25396081805229187]","[-0.49242374840108644,5.473662044381071e-05,0.8703555864564945,-4.624389007736509e-05]",[]
