physics_frame,physics_time_s,physics_dt_s,command_index,nominal_command_time_s,scheduler_phase_error_s,cycle,segment,target_arm_q,left_q,left_qd,right_q,right_qd,left_ee_position_world_m,left_ee_orientation_world_wxyz,contacts
1409,23.5,0.016666666666666666,1174,23.48,0.0033333333333338544,2,cycle_02_sleep_to_home,"[0.0,-1.0443373918533325,1.199156641960144,0.0,-0.4275100529193878,0.0]","[1.2734340998576954e-05,-1.0434354543685913,1.2000751495361328,0.0005348684499040246,-0.42191949486732483,7.3111536948999856e-06,7.605868290738727e-07,0.02236945368349552,-0.022645721212029457]","[-7.901433855295181e-05,-0.008112954907119274,-0.14952592551708221,-0.0012733708135783672,-0.04822603985667229,-0.0003439474094193429,2.0482882973738015e-05,9.35926436795853e-06,-2.2004587663104758e-06]","[3.4809727367246523e-05,-0.9598912596702576,1.1624653339385986,0.002274522092193365,-0.2912585735321045,-0.00012354296632111073,3.8323864828271326e-06,0.021810349076986313,-0.020719336345791817]","[-0.00010456776362843812,0.06041562557220459,-0.2243877649307251,-0.0036881142295897007,-0.020357757806777954,-0.00017790870333556086,8.078162863967009e-06,4.540052032098174e-06,-1.3600562169813202e-06]","[-0.335141122341156,-0.019013501703739166,0.32097128033638]","[0.9912161846921287,0.00026089513225845313,-0.1322512847342822,-6.945676081099964e-05]",[]
1410,23.516666666666666,0.016666666666666666,1175,23.5,0.0,2,cycle_02_sleep_to_home,"[0.0,-1.040963888168335,1.1975903511047363,0.0,-0.42240962386131287,0.0]","[1.3817318176734261e-05,-1.0391756296157837,1.1975605487823486,0.000530832156073302,-0.417452871799469,7.621003078384092e-06,7.462646749445412e-07,0.022369198501110077,-0.02264597825706005]","[-7.439804903697222e-05,0.29552799463272095,-0.3063760995864868,0.0027316047344356775,0.03296097740530968,-0.00019186674035154283,1.1233440091018565e-05,4.702212663687533e-06,-1.1187026984771364e-06]","[3.4810927900252864e-05,-0.9598903059959412,1.1624640226364136,0.0022745297756046057,-0.2912570536136627,-0.00012353395868558437,3.831973117485177e-06,0.021810341626405716,-0.020719612017273903]","[-0.00010458044562255964,0.0606774166226387,-0.22456172108650208,-0.0036881440319120884,-0.02037227340042591,-0.00017798622138798237,8.080386578512844e-06,4.541289854387287e-06,-1.3606044149128138e-06]","[-0.33424654603004456,-0.019013045355677605,0.321010559797287]","[0.9916221590849017,0.000259267207754073,-0.12917206268692666,-6.792287963732774e-05]",[]
1411,23.533333333333335,0.016666666666666666,1175,23.5,0.01666666666666572,2,cycle_02_sleep_to_home,"[0.0,-1.040963888168335,1.1975903511047363,0.0,-0.42240962386131287,0.0]","[1.2916216292069294e-05,-1.041496992111206,1.1992647647857666,0.0005568813066929579,-0.41725587844848633,7.249998816405423e-06,7.723444355178799e-07,0.022369030863046646,-0.02264614775776863]","[7.15027726982953e-06,-0.032325685024261475,-0.14084173738956451,-0.0022610907908529043,-0.06184748560190201,-4.32386550528463e-05,2.5473348159721354e-06,9.642169516155263e-07,-2.3539800508842745e-07]","[3.481025851215236e-05,-0.9598913192749023,1.1624653339385986,0.0022745123133063316,-0.29125866293907166,-0.00012352471821941435,3.831551566690905e-06,0.02181033417582512,-0.02071988768875599]","[-0.00010456653399160132,0.06041628122329712,-0.22438792884349823,-0.0036881391424685717,-0.02035699412226677,-0.00017791861318983138,8.076405720203184e-06,4.540221198112704e-06,-1.3600354122900171e-06]","[-0.3346964716911316,-0.019013939425349236,0.32069092988967896]","[0.9915950120718497,0.0002716072101883049,-0.1293802653777717,-7.207308024781315e-05]",[]
1412,23.55,0.016666666666666666,1176,23.52,0.013333333333335418,2,cycle_02_sleep_to_home,"[0.0,-1.0375903844833374,1.1960240602493286,0.0,-0.4173092246055603,0.0]","[1.4202939382812474e-05,-1.0346567630767822,1.1952717304229736,0.0005412425380200148,-0.4121590256690979,7.685538548685145e-06,7.503064125558012e-07,0.022368742153048515,-0.022646432742476463]","[-9.768121526576579e-05,0.3504760265350342,-0.38008564710617065,0.0029711907263845205,0.26355913281440735,-0.00028124789241701365,1.6324493117281236e-05,6.868969649076462e-06,-1.6551874750803108e-06]","[3.481145540717989e-05,-0.9598903059959412,1.1624640226364136,0.0022745192982256413,-0.2912570834159851,-0.00012351585610304028,3.831146841548616e-06,0.021810326725244522,-0.020720163360238075]","[-0.00010458400356583297,0.06067869812250137,-0.2245592176914215,-0.0036881223786622286,-0.02037181332707405,-0.00017801446665544063,8.081065061560366e-06,4.541650014289189e-06,-1.360381361337204e-06]","[-0.3332988917827606,-0.019013136625289917,0.3208724856376648]","[0.9921010720322302,0.0002644136849455377,-0.12544077574632262,-6.883359367509023e-05]",[]
1413,23.566666666666666,0.016666666666666666,1177,23.54,0.010000000000001563,2,cycle_02_sleep_to_home,"[0.0,-1.0342168807983398,1.1944578886032104,0.0,-0.41220882534980774,0.0]","[1.3054956980340648e-05,-1.0339436531066895,1.1956229209899902,0.0005479529500007629,-0.4073416590690613,7.39657389203785e-06,7.709749638706853e-07,0.022368500009179115,-0.022646687924861908]","[-3.5066834243480116e-05,-0.0010317577980458736,-0.03978235647082329,-0.0020527727901935577,-0.037705112248659134,-0.00014028273290023208,8.14637587609468e-06,3.348077370901592e-06,-9.276753303311125e-07]","[3.481079693301581e-05,-0.9598912596702576,1.1624653339385986,0.002274502068758011,-0.2912585735321045,-0.00012350671750027686,3.830699824902695e-06,0.021810319274663925,-0.02072043903172016]","[-0.00010456797463120893,0.060416001826524734,-0.2243872582912445,-0.0036881952546536922,-0.02035767026245594,-0.00017792680591810495,8.075869118329138e-06,4.539781002677046e-06,-1.360053829557728e-06]","[-0.3331032395362854,-0.01901327259838581,0.32032185792922974]","[0.9924656955392286,0.00026754849647650015,-0.1225225151154666,-6.989576180759171e-05]",[]
1414,23.583333333333332,0.016666666666666666,1178,23.56,0.006666666666667709,2,cycle_02_sleep_to_home,"[0.0,-1.0308433771133423,1.1928915977478027,0.0,-0.4071084260940552,0.0]","[1.4381700566445943e-05,-1.028488039970398,1.1929482221603394,0.0005637264112010598,-0.3987073004245758,8.011660611373372e-06,7.392351903945382e-07,0.02236819639801979,-0.022646961733698845]","[-0.0001952707680175081,0.3318147659301758,-0.3347989618778229,0.004968513734638691,0.20345978438854218,-0.0004414029244799167,2.5731644200277515e-05,-3.5019176721107215e-05,-3.334752545924857e-05]","[3.4812015655916184e-05,-0.9598903059959412,1.1624640226364136,0.002274509984999895,-0.29125702381134033,-0.00012349737517070025,3.83032283934881e-06,0.021810311824083328,-0.020720714703202248]","[-0.00010458197357365862,0.06067714840173721,-0.2245616912841797,-0.0036882099229842424,-0.020372288301587105,-0.0001779857702786103,8.082362910499796e-06,4.54120436188532e-06,-1.360362148261629e-06]","[-0.3319298028945923,-0.01901324652135372,0.31996244192123413]","[0.9931488434759711,0.00027577211715237745,-0.11685586698649542,-7.073128538535361e-05]",[]
1415,23.6,0.016666666666666666,1179,23.58,0.0033333333333338544,2,cycle_02_sleep_to_home,"[0.0,-1.0274698734283447,1.191325306892395,0.0,-0.4020080268383026,0.0]","[1.3290303286339622e-05,-1.0266422033309937,1.192320466041565,0.000604681670665741,-0.3962647020816803,7.566635758848861e-06,7.689654921705369e-07,0.022367941215634346,-0.022647220641374588]","[-7.909491250757128e-05,-0.007155507802963257,-0.1510057896375656,-0.0015257142949849367,-0.04939018934965134,-0.00034101970959454775,1.9254965081927367e-05,8.69199720909819e-06,-2.1722789824707434e-06]","[3.481136809568852e-05,-0.9598913192749023,1.1624653339385986,0.00227449182420969,-0.29125863313674927,-0.00012348778545856476,3.829909928754205e-06,0.02181030437350273,-0.020720990374684334]","[-0.00010456836753292009,0.06041631102561951,-0.2243884652853012,-0.003688242519274354,-0.020356984809041023,-0.0001779035374056548,8.077297934505623e-06,4.539792826108169e-06,-1.3601439832200413e-06]","[-0.33155080676078796,-0.019014326855540276,0.31977081298828125]","[0.9933610571285151,0.000295124964459927,-0.11503789469482886,-7.658952807980319e-05]",[]
1416,23.616666666666667,0.016666666666666666,1180,23.6,0.0,2,cycle_02_sleep_to_home,"[0.0,-1.0240963697433472,1.1897590160369873,0.0,-0.39690762758255005,0.0]","[1.4378971172845922e-05,-1.0222285985946655,1.189744234085083,0.0006010610377416015,-0.3918099105358124,7.914122761576436e-06,7.53471852021903e-07,0.02236764319241047,-0.022647520527243614]","[-8.154011447913945e-05,0.2867625951766968,-0.304253488779068,0.0031408974900841713,0.03562210872769356,-0.00021270266734063625,1.1804158020822797e-05,4.9314821808366105e-06,-1.2259854429430561e-06]","[3.4812564990716055e-05,-0.9598903059959412,1.1624640226364136,0.0022745004389435053,-0.2912571430206299,-0.0001234789815498516,3.829487923212582e-06,0.021810296922922134,-0.02072126604616642]","[-0.00010458705946803093,0.06067834794521332,-0.22455962002277374,-0.0036881344858556986,-0.020371774211525917,-0.00017802664660848677,8.081253326963633e-06,4.541202542895917e-06,-1.3606231732410379e-06]","[-0.33063071966171265,-0.019013848155736923,0.3197943866252899]","[0.9937180598747591,0.0002937224007992858,-0.11191213322115134,-7.512514176609437e-05]",[]
1417,23.633333333333333,0.016666666666666666,1180,23.6,0.01666666666666572,2,cycle_02_sleep_to_home,"[0.0,-1.0240963697433472,1.1897590160369873,0.0,-0.39690762758255005,0.0]","[1.3460649824992288e-05,-1.024692416191101,1.191475749015808,0.0006300317472778261,-0.3916389048099518,7.499986168113537e-06,7.808073974047147e-07,0.02236746810376644,-0.02264770306646824]","[7.753720637992956e-06,-0.03338129445910454,-0.1423531472682953,-0.002589480485767126,-0.06498412042856216,-4.183644341537729e-05,2.34057915804442e-06,8.935438700063969e-07,-2.2646659658676072e-07]","[3.4811902878573164e-05,-0.9598913192749023,1.1624653339385986,0.002274483209475875,-0.2912586033344269,-0.0001234694937011227,3.82910184271168e-06,0.021810289472341537,-0.020721541717648506]","[-0.00010456827294547111,0.06041654199361801,-0.2243865579366684,-0.0036882758140563965,-0.020357435569167137,-0.00017790606943890452,8.078579412540421e-06,4.539528163149953e-06,-1.360222540824907e-06]","[-0.331112802028656,-0.019014842808246613,0.3194945156574249]","[0.9936866066097054,0.0003074631299167874,-0.1121910288948095,-7.966452341714723e-05]",[]
1418,23.65,0.016666666666666666,1181,23.62,0.013333333333331865,2,cycle_02_sleep_to_home,"[0.0,-1.0207228660583496,1.1881927251815796,0.0,-0.3918072283267975,0.0]","[1.4762720638827886e-05,-1.0177130699157715,1.187453269958496,0.0006127735832706094,-0.38658949732780457,7.974597792781424e-06,7.578850045319996e-07,0.022367166355252266,-0.022648002952337265]","[-0.00010375809506513178,0.3415547311306,-0.37275275588035583,0.0033597673755139112,0.2547391951084137,-0.0003002023440785706,1.649769546929747e-05,6.897784260218032e-06,-1.750430556057836e-06]","[3.481310704955831e-05,-0.9598903059959412,1.1624640226364136,0.0022744927555322647,-0.2912570536136627,-0.00012346038420218974,3.828658918791916e-06,0.02181028202176094,-0.020721817389130592]","[-0.00010458819451741874,0.060678474605083466,-0.22456000745296478,-0.0036881444975733757,-0.02037198655307293,-0.0001780132733983919,8.080296538537368e-06,4.541392627288587e-06,-1.3602528952105786e-06]","[-0.32969093322753906,-0.01901395246386528,0.31964340806007385]","[0.9941277609276282,0.00029954317356615834,-0.10821228858158209,-7.633376731547112e-05]",[]
1419,23.666666666666668,0.016666666666666666,1182,23.64,0.00999999999999801,2,cycle_02_sleep_to_home,"[0.0,-1.017349362373352,1.1866265535354614,0.0,-0.3867068290710449,0.0]","[1.3600657439383212e-05,-1.0171412229537964,1.1878341436386108,0.0006197512848302722,-0.38171789050102234,7.663209544261917e-06,7.789206506458868e-07,0.02236691489815712,-0.022648271173238754]","[-4.6496505092363805e-05,-0.001043194206431508,-0.04226253554224968,-0.0022908381652086973,-0.03682279586791992,-0.00015225411334540695,8.399460966757033e-06,3.4306242469028803e-06,-9.973451824407675e-07]","[3.4812452213373035e-05,-0.9598912596702576,1.1624653339385986,0.0022744759917259216,-0.2912586033344269,-0.00012345126015134156,3.828236913250294e-06,0.021810274571180344,-0.02072209119796753]","[-0.00010457055032020435,0.06041581183671951,-0.22438764572143555,-0.0036882797721773386,-0.020357366651296616,-0.00017793210281524807,8.076765880105086e-06,4.539826477412134e-06,-1.3597436918644235e-06]","[-0.32953396439552307,-0.019014185294508934,0.3190929591655731]","[0.9944386658833465,0.00030281583942661026,-0.10531686530129047,-7.734227284076229e-05]",[]
1420,23.683333333333334,0.016666666666666666,1183,23.66,0.006666666666667709,2,cycle_02_sleep_to_home,"[0.0,-1.0139758586883545,1.1850602626800537,0.0,-0.38160642981529236,0.0]","[1.4942112102289684e-05,-1.0115540027618408,1.1851458549499512,0.0006370561895892024,-0.3731212615966797,8.318101208715234e-06,7.46814009744412e-07,0.0223666001111269,-0.022648582234978676]","[-0.0002059035177808255,0.3222505748271942,-0.3307797312736511,0.0056696124374866486,0.21656210720539093,-0.0004605191352311522,2.5442965124966577e-05,-3.371352795511484e-05,-3.2291885872837156e-05]","[3.4813641832442954e-05,-0.9598903059959412,1.1624640226364136,0.0022744841407984495,-0.29125702381134033,-0.0001234424562426284,3.827829459623899e-06,0.021810267120599747,-0.020722365006804466]","[-0.00010458307951921597,0.060677506029605865,-0.22456122934818268,-0.003688353579491377,-0.02037249505519867,-0.00017801873036660254,8.08053846412804e-06,4.540766894933768e-06,-1.3602598301076796e-06]","[-0.32835161685943604,-0.019013987854123116,0.3186987042427063]","[0.9950275760814137,0.00031170810345280145,-0.09959929511436749,-7.802772512487172e-05]",[]
1421,23.7,0.016666666666666666,1184,23.68,0.0033333333333338544,2,cycle_02_sleep_to_home,"[0.0,-1.010602355003357,1.183493971824646,0.0,-0.3765060305595398,0.0]","[1.3827158909407444e-05,-1.0098304748535156,1.1845515966415405,0.0006838060216978192,-0.37057384848594666,7.807539077475667e-06,7.787425602145959e-07,0.02236633002758026,-0.022648856043815613]","[-7.395845022983849e-05,-0.00684550404548645,-0.15228413045406342,-0.0018809766042977571,-0.05143436789512634,-0.00032119269599206746,1.718848943710327e-05,7.603034646308515e-06,-2.0737716113217175e-06]","[3.4812979720300063e-05,-0.9598913192749023,1.1624653339385986,0.0022744666785001755,-0.29125863313674927,-0.00012343311391305178,3.82738880944089e-06,0.02181025967001915,-0.020722638815641403]","[-0.00010456995369167998,0.06041610985994339,-0.22438815236091614,-0.0036883403081446886,-0.020357251167297363,-0.00017792366270441562,8.075794539763592e-06,4.539369911071844e-06,-1.3597995121017448e-06]","[-0.32799839973449707,-0.01901528798043728,0.31849709153175354]","[0.9952089859094907,0.00033395927289920924,-0.09776991174208297,-8.481835002133304e-05]",[]
1422,23.716666666666665,0.016666666666666666,1185,23.7,0.0,2,cycle_02_sleep_to_home,"[0.0,-1.007228970527649,1.1819276809692383,0.0,-0.37140563130378723,0.0]","[1.4922517948434688e-05,-1.0052944421768188,1.1819305419921875,0.0006812903448008001,-0.36622104048728943,8.195224836526904e-06,7.620980682077061e-07,0.02236602082848549,-0.022649167105555534]","[-8.707237429916859e-05,0.2788594961166382,-0.2980717420578003,0.0035702327731996775,0.015447469428181648,-0.00022893119603395462,1.2027796401525848e-05,4.993915354134515e-06,-1.3139627981217927e-06]","[3.481418389128521e-05,-0.9598903059959412,1.1624640226364136,0.0022744741290807724,-0.2912571430206299,-0.0001234239898622036,3.826981355814496e-06,0.021810252219438553,-0.02072291262447834]","[-0.00010458753968123347,0.06067861616611481,-0.22455962002277374,-0.003688253229483962,-0.020371753722429276,-0.00017800698697101325,8.080443876679055e-06,4.541146154224407e-06,-1.3604061450678273e-06]","[-0.32706016302108765,-0.019014855846762657,0.3185088038444519]","[0.9955104983744354,0.0003330856819201102,-0.09465056644566953,-8.337700918508861e-05]",[]
1423,23.733333333333334,0.016666666666666666,1185,23.7,0.01666666666666572,2,cycle_02_sleep_to_home,"[0.0,-1.007228970527649,1.1819276809692383,0.0,-0.37140563130378723,0.0]","[1.3989813851367217e-05,-1.0078779458999634,1.1836789846420288,0.0007124255644157529,-0.366035521030426,7.738555723335594e-06,7.904432663963235e-07,0.022365812212228775,-0.022649383172392845]","[8.510589395882562e-06,-0.033197201788425446,-0.14394497871398926,-0.002964123385027051,-0.0670744776725769,-3.9846388972364366e-05,2.1179184841457754e-06,8.319300377479522e-07,-1.9827089658974728e-07]","[3.481351814116351e-05,-0.9598912596702576,1.1624653339385986,0.002274457598105073,-0.2912586033344269,-0.00012341518595349044,3.826578449661611e-06,0.021810244768857956,-0.020723186433315277]","[-0.00010457100142957643,0.06041629612445831,-0.22438639402389526,-0.0036883438006043434,-0.02035740576684475,-0.00017795097664929926,8.078206519712694e-06,4.539318979368545e-06,-1.3602340231955168e-06]","[-0.32756924629211426,-0.0190157238394022,0.3182273805141449]","[0.9954796979147913,0.00034784343555850004,-0.09497390340691096,-8.784119165925897e-05]",[]
1424,23.75,0.016666666666666666,1186,23.72,0.013333333333335418,2,cycle_02_sleep_to_home,"[0.0,-1.0038554668426514,1.1803613901138306,0.0,-0.36630523204803467,0.0]","[1.5298994185286574e-05,-1.000781774520874,1.1796475648880005,0.000693116569891572,-0.36097952723503113,8.254800377471838e-06,7.666577630516258e-07,0.022365495562553406,-0.022649696096777916]","[-0.00011108090984635055,0.3313780426979065,-0.3667687773704529,0.0038310287054628134,0.2574155628681183,-0.0003231043228879571,1.6818052245071158e-05,6.973904419282917e-06,-1.8736425317911198e-06]","[3.481472231214866e-05,-0.9598903059959412,1.1624640226364136,0.002274466212838888,-0.29125699400901794,-0.00012340601824689656,3.8261664485617075e-06,0.02181023731827736,-0.020723460242152214]","[-0.00010458527685841545,0.06067729741334915,-0.22456130385398865,-0.0036883754655718803,-0.020372463390231133,-0.00017800014757085592,8.08077948022401e-06,4.540754162007943e-06,-1.3603043953480665e-06]","[-0.3261275291442871,-0.01901479810476303,0.31833526492118835]","[0.995857134435721,0.00033892320079128977,-0.09093099482607057,-8.428807270967649e-05]",[]
1425,23.766666666666666,0.016666666666666666,1187,23.74,0.010000000000001563,2,cycle_02_sleep_to_home,"[0.0,-1.0004819631576538,1.1787952184677124,0.0,-0.3612048327922821,0.0]","[1.412570145475911e-05,-1.0003212690353394,1.1800400018692017,0.0007013027789071202,-0.3560732305049896,7.91891034168657e-06,7.880375392232963e-07,0.022365231066942215,-0.0226499754935503]","[-5.680859612766653e-05,-0.0010513297747820616,-0.045807838439941406,-0.0025574094615876675,-0.036575283855199814,-0.00016432275879196823,8.605855327914469e-06,3.4867348404077347e-06,-1.0814736697284388e-06]","[3.481407111394219e-05,-0.9598913192749023,1.1624653339385986,0.002274450846016407,-0.2912586033344269,-0.00012339645763859153,3.825755811703857e-06,0.021810229867696762,-0.02072373405098915]","[-0.00010457153985043988,0.060416080057621,-0.22438883781433105,-0.003688402008265257,-0.02035699039697647,-0.00017791468417271972,8.078088285401464e-06,4.539269866654649e-06,-1.360202531941468e-06]","[-0.3260039687156677,-0.01901497319340706,0.317789763212204]","[0.9961148410634302,0.00034287946724783394,-0.08806303731319395,-8.547527820447364e-05]",[]
1426,23.783333333333335,0.016666666666666666,1188,23.76,0.006666666666664156,2,cycle_02_sleep_to_home,"[0.0,-0.9971084594726562,1.1772289276123047,0.0,-0.35610440373420715,0.0]","[1.5464389434782788e-05,-0.9946204423904419,1.1773289442062378,0.0007207018788903952,-0.3475501537322998,8.610962140664924e-06,7.557729304608074e-07,0.02236490324139595,-0.022650303319096565]","[-0.0002158249990316108,0.30919167399406433,-0.3214714527130127,0.006460536736994982,0.20959773659706116,-0.000477724417578429,2.5001654648804106e-05,-3.199292768840678e-05,-3.089202073169872e-05]","[3.481527528492734e-05,-0.9598903059959412,1.1624640226364136,0.0022744578309357166,-0.29125717282295227,-0.00012338728993199766,3.8253451748460066e-06,0.021810222417116165,-0.020724007859826088]","[-0.00010458770702825859,0.06067827343940735,-0.22456002235412598,-0.003688371041789651,-0.02037154696881771,-0.00017799918714445084,8.080171937763225e-06,4.540730515145697e-06,-1.3603622619484668e-06]","[-0.3248162865638733,-0.01901482418179512,0.31736889481544495]","[0.9966052590895222,0.000352812957670214,-0.0823275509262023,-8.623582032962948e-05]",[]
1427,23.8,0.016666666666666666,1189,23.78,0.0033333333333338544,2,cycle_02_sleep_to_home,"[0.0,-0.9937349557876587,1.175662636756897,0.0,-0.3510040044784546,0.0]","[1.4349579942063428e-05,-0.9930291771888733,1.1767650842666626,0.0007729773060418665,-0.3449106514453888,8.055334546952508e-06,7.885114996497578e-07,0.022364623844623566,-0.022650590166449547]","[-7.819682650733739e-05,-0.005512478295713663,-0.1539231389760971,-0.0021099657751619816,-0.054582975804805756,-0.00032939383527264,1.6721776773920283e-05,7.274402832990745e-06,-2.1238142835500184e-06]","[3.4814605896826833e-05,-0.9598913192749023,1.1624653339385986,0.0022744406014680862,-0.29125863313674927,-0.00012337793305050582,3.824924078799086e-06,0.021810214966535568,-0.020724281668663025]","[-0.00010457051394041628,0.06041669100522995,-0.2243860512971878,-0.003688487224280834,-0.02035743184387684,-0.00017791605205275118,8.076944141066633e-06,4.53904976893682e-06,-1.3599977819467313e-06]","[-0.3244912326335907,-0.019016083329916,0.31716188788414]","[0.9967545230151775,0.0003777612455990509,-0.08050012068591159,-9.335299216285285e-05]",[]
1428,23.816666666666666,0.016666666666666666,1190,23.8,0.0,2,cycle_02_sleep_to_home,"[0.0,-0.9903614521026611,1.1740963459014893,0.0,-0.345903605222702,0.0]","[1.5427602193085477e-05,-0.9883490800857544,1.1741070747375488,0.0007706827600486577,-0.3406205177307129,8.469932254229207e-06,7.715410674791201e-07,0.022364305332303047,-0.022650912404060364]","[-9.346316801384091e-05,0.267249196767807,-0.2911818027496338,0.004074056167155504,0.010827409103512764,-0.0002482146956026554,1.2352975318208337e-05,5.091951607028022e-06,-1.4171228031045757e-06]","[3.4815817343769595e-05,-0.9598903059959412,1.1624640226364136,0.0022744496818631887,-0.29125702381134033,-0.00012336898362264037,3.824517079920042e-06,0.02181020751595497,-0.020724555477499962]","[-0.00010459042096044868,0.06067860126495361,-0.22455954551696777,-0.0036883398424834013,-0.02037222683429718,-0.00017802699585445225,8.081330634013284e-06,4.540792360785417e-06,-1.3602644912680262e-06]","[-0.3235306441783905,-0.019015658646821976,0.3171524405479431]","[0.9970036202879837,0.00037698454106846176,-0.0773539301997161,-9.218441956740817e-05]",[]
1429,23.833333333333332,0.016666666666666666,1190,23.8,0.01666666666666572,2,cycle_02_sleep_to_home,"[0.0,-0.9903614521026611,1.1740963459014893,0.0,-0.345903605222702,0.0]","[1.4502384146908298e-05,-0.9910735487937927,1.175901174545288,0.000805457413662225,-0.34041330218315125,7.969164471433032e-06,8.007573342183605e-07,0.0223640576004982,-0.02265116572380066]","[8.710583642823622e-06,-0.030406879261136055,-0.14742588996887207,-0.0033674342557787895,-0.06836777925491333,-3.854570968542248e-05,1.9496878849167842e-06,7.893961537774885e-07,-1.8429892634230782e-07]","[3.481514431769028e-05,-0.9598912596702576,1.1624653339385986,0.002274434780701995,-0.2912585735321045,-0.00012336015061009675,3.824114173767157e-06,0.021810200065374374,-0.0207248292863369]","[-0.00010457432654220611,0.060415685176849365,-0.22438794374465942,-0.003688449040055275,-0.020357578992843628,-0.00017795826715882868,8.07772266853135e-06,4.539114343060646e-06,-1.360342935186054e-06]","[-0.32407137751579285,-0.01901652291417122,0.3168823719024658]","[0.9969755854478529,0.00039355462010964533,-0.07771433423006456,-9.690639674708241e-05]",[]
1430,23.85,0.016666666666666666,1191,23.82,0.013333333333331865,2,cycle_02_sleep_to_home,"[0.0,-0.9869879484176636,1.172530174255371,0.0,-0.34080320596694946,0.0]","[1.5788304153829813e-05,-0.983830988407135,1.171816110610962,0.0007847949746064842,-0.3353540897369385,8.524972145096399e-06,7.763235316815553e-07,0.022363729774951935,-0.022651489824056625]","[-0.0001194798678625375,0.3169737756252289,-0.3560975193977356,0.0043817306868731976,0.2420615404844284,-0.00035003223456442356,1.7260510503547266e-05,7.087313861120492e-06,-2.025461981247645e-06]","[3.481634848867543e-05,-0.9598903059959412,1.1624640226364136,0.0022744429297745228,-0.2912570536136627,-0.0001233512011822313,3.823717179329833e-06,0.021810192614793777,-0.020725103095173836]","[-0.00010458569158799946,0.06067735701799393,-0.22456172108650208,-0.0036885137669742107,-0.020372388884425163,-0.00017800986825022846,8.082023668976035e-06,4.540112058748491e-06,-1.3603541901829885e-06]","[-0.32260364294052124,-0.01901564560830593,0.3169608414173126]","[0.9972864493416842,0.00038399551438240086,-0.07361780893006903,-9.335543560064697e-05]",[]
1431,23.866666666666667,0.016666666666666666,1192,23.84,0.010000000000001563,2,cycle_02_sleep_to_home,"[0.0,-0.983614444732666,1.1709638833999634,0.0,-0.3357028067111969,0.0]","[1.462220461689867e-05,-0.9835150241851807,1.1722443103790283,0.0007934753666631877,-0.3305165767669678,8.162707672454417e-06,7.980486884662241e-07,0.022363457828760147,-0.022651776671409607]","[-6.850333011243492e-05,-0.0010553577449172735,-0.05057112127542496,-0.002851335797458887,-0.03527875244617462,-0.0001741242886055261,8.661480933369603e-06,3.48558842233615e-06,-1.1424949661886785e-06]","[3.4815693652490154e-05,-0.9598913192749023,1.1624653339385986,0.002274425933137536,-0.29125866293907166,-0.00012334204802755266,3.8233106351981405e-06,0.02181018330156803,-0.020725376904010773]","[-0.00010457184544065967,0.06041629612445831,-0.22438789904117584,-0.0036885372828692198,-0.02035694196820259,-0.00017793559527490288,8.079105100478046e-06,4.5389488150249235e-06,-1.3597853012470296e-06]","[-0.3225211203098297,-0.019015727564692497,0.3164249360561371]","[0.9974880143851348,0.00038817529741599585,-0.07083432513003075,-9.413454689176453e-05]",[]
1432,23.883333333333333,0.016666666666666666,1193,23.86,0.006666666666667709,2,cycle_02_sleep_to_home,"[0.0,-0.9802409410476685,1.1693975925445557,0.0,-0.33060240745544434,0.0]","[1.5961284589138813e-05,-0.9776884913444519,1.1695038080215454,0.0008141997386701405,-0.3220635950565338,8.880519089871086e-06,7.66231721627264e-07,0.02236311137676239,-0.022652123123407364]","[-0.00022248440654948354,0.300852507352829,-0.3102606534957886,0.007291657850146294,0.1924792230129242,-0.0004923876840621233,2.4416343876509927e-05,-2.813217906805221e-05,-2.7400117687648162e-05]","[3.48168978234753e-05,-0.9598903059959412,1.1624640226364136,0.002274432685226202,-0.2912570834159851,-0.00012333292397670448,3.822896360361483e-06,0.021810175850987434,-0.02072565071284771]","[-0.00010458980978000909,0.060678690671920776,-0.2245592325925827,-0.0036884481087327003,-0.020371755585074425,-0.00017801528156269342,8.080834959400818e-06,4.540425834420603e-06,-1.3605891808765591e-06]","[-0.32132604718208313,-0.019015518948435783,0.31597766280174255]","[0.9978800882405815,0.00039879046889881094,-0.06507811778459319,-9.510386856673773e-05]",[]
1433,23.9,0.016666666666666666,1194,23.88,0.0033333333333338544,2,cycle_02_sleep_to_home,"[0.0,-0.9768674969673157,1.167831301689148,0.0,-0.3255020081996918,0.0]","[1.4830122381681576e-05,-0.9762248992919922,1.1689810752868652,0.0008725764928385615,-0.3191947340965271,8.287076525448356e-06,7.992489372554701e-07,0.02236282452940941,-0.02265241928398609]","[-8.134655217872933e-05,-0.005351620726287365,-0.15226216614246368,-0.002340779174119234,-0.05941872298717499,-0.0003309567109681666,1.596684887772426e-05,6.79185086482903e-06,-2.1362977804528782e-06]","[3.481623934931122e-05,-0.9598912596702576,1.1624653339385986,0.0022744161542505026,-0.2912585735321045,-0.00012332347978372127,3.822490270977141e-06,0.021810166537761688,-0.020725924521684647]","[-0.00010457326425239444,0.06041598320007324,-0.2243872880935669,-0.003688572905957699,-0.02035759948194027,-0.0001779252925189212,8.077872735157143e-06,4.538939720077906e-06,-1.359955035695748e-06]","[-0.32102808356285095,-0.019016774371266365,0.3157520890235901]","[0.9980022357840516,0.0004267860435212508,-0.06317708983581816,-0.00010268195739343428]",[]
