_step,_timestamp,_runtime,loss,grad_norm,param_norm,effective_batch_size,gradient_accumulation_steps,data_wait_time,train_block_time,train_dispatch_time,train_step_time
360,1779265424.080226,1771.699690975,0.02098250761628151,0.10065799951553345,1802.3865966796875,256,1,0.027414697222411633,0.13612173460423946,2.6114919731393456,2.7476158652454616
370,1779265451.8055854,1799.442252632,0.020220736041665077,0.0960272029042244,1802.3865966796875,256,1,0.02689368389546871,0.13636026866734027,2.6078282622620463,2.7441906914114953
380,1779265479.5481744,1841.580558765,0.02042459510266781,0.1101578027009964,1802.3865966796875,256,1,0.028920785523951054,0.13625673092901708,2.6076789317652582,2.74393751937896
390,1779265521.6871192,1869.587964832,0.020942702889442444,0.10873659700155258,1802.3865966796875,256,1,1.4736886329948902,0.13579197470098733,2.6028066206723453,2.7386006698012353
400,1779265549.6945188,1897.264820763,0.019601456820964813,0.09376128762960434,1802.3865966796875,256,1,0.05405180975794792,0.13685508780181407,2.6081466974690555,2.74500376265496
410,1779265577.370778,1924.968072474,0.019076665863394737,0.09969063848257065,1802.3865966796875,256,1,0.023868862167000772,0.1371176563203335,2.605155674368143,2.7422754449769853
420,1779265605.0747385,1952.670938064,0.019426491111516953,0.09756236523389816,1802.3865966796875,256,1,0.02692834511399269,0.13553083147853612,2.606398194655776,2.7419310327619315
430,1779265632.77723,1980.420552115,0.019009724259376526,0.10476213693618774,1802.3865966796875,256,1,0.026262609660625456,0.13842660374939442,2.604174148105085,2.7426026916131376
440,1779265660.5267682,2021.880474675,0.018649514764547348,0.11046691238880157,1802.3865966796875,256,1,0.029299242421984673,0.13690350856631994,2.607216649316251,2.7441222256049516
450,1779265701.9869893,2049.797341581,0.01922370307147503,0.10125338286161423,1802.3865966796875,256,1,1.4090640740469098,0.1372359475120902,2.598395072482526,2.735632841475308
460,1779265729.9038298,2077.556775505,0.01848585717380047,0.09098440408706665,1802.3865966796875,256,1,0.05056154243648052,0.13609072677791118,2.603405676037073,2.7394983170554044
470,1779265757.6633224,2105.287268253,0.018251633271574974,0.09781839698553085,1802.3865966796875,256,1,0.02639341279864311,0.1365665379911661,2.6113729840144515,2.747941499389708
480,1779265785.3934348,2133.007998447,0.017749451100826263,0.1061110645532608,1802.38671875,256,1,0.026697581447660924,0.13666654825210572,2.608073681034148,2.7447424555197357
490,1779265813.1139205,2160.767374713,0.01761975884437561,0.09194483608007431,1802.38671875,256,1,0.02585193905979395,0.13689622078090907,2.6077639600262046,2.744662003964186
500,1779265840.8735352,2188.573617637,0.018023425713181496,0.0929228663444519,1802.38671875,256,1,0.031568394415080546,0.13792590666562318,2.6050238948315383,2.742951962351799
510,1779265868.6800528,2230.678555056,0.017495455220341682,0.09204313904047012,1802.38671875,256,1,0.03388442378491163,0.13681626077741385,2.608357528783381,2.7451757522299887
520,1779265910.7853498,2258.762963602,0.017672397196292877,0.09418494999408722,1802.38671875,256,1,1.4728180391713976,0.13480910565704107,2.6013676756992936,2.7361806163564326
530,1779265938.868947,2286.568952885,0.017117489129304886,0.09285979717969894,1802.386962890625,256,1,0.06063847951591015,0.13627385050058366,2.6101024357602,2.746378178335726
540,1779265966.6747706,2314.401741372,0.017170216888189316,0.09360393136739731,1802.38671875,256,1,0.03550619576126337,0.13490088209509848,2.6084643291309475,2.7433677364140747
550,1779265994.5077837,2342.207563208,0.017789581790566444,0.10005331039428711,1802.386962890625,256,1,0.03693310655653477,0.13479887172579766,2.610010471753776,2.7448114357888698
560,1779266022.3138545,2370.006107572,0.017100827768445015,0.09903566539287567,1802.38671875,256,1,0.034866385720670225,0.13746574707329273,2.6068327536806466,2.744300436414778
570,1779266050.1118097,2412.72380327,0.016614744439721107,0.08768616616725922,1802.386962890625,256,1,0.03282606098800898,0.1369155716150999,2.6086411302909256,2.7455588310956953
580,1779266092.8307288,2440.73171134,0.016232764348387718,0.0861683115363121,1802.386962890625,256,1,1.5301917487755419,0.13737448900938035,2.602778347581625,2.740154780820012
590,1779266120.838342,2468.553135791,0.01686372235417366,0.0981275662779808,1802.386962890625,256,1,0.05820941384881735,0.13691662773489952,2.6041903134435413,2.741108864173293
600,1779266148.6596065,2496.351400182,0.01639074645936489,0.09486451745033264,1802.386962890625,256,1,0.03332099113613367,0.13714012801647185,2.6101513689383866,2.7472951190546153
610,1779266176.4573169,2524.095216294,0.016748027876019478,0.09494896233081818,1802.386962890625,256,1,0.03273942656815052,0.13483239598572255,2.610633225552738,2.745467869751155
620,1779266204.2015655,2551.870186396,0.01666472852230072,0.08861471712589264,1802.386962890625,256,1,0.03140306677669287,0.14005247745662927,2.601418799906969,2.741473296098411
630,1779266231.9767296,2593.854311008,0.015917005017399788,0.08894342929124832,1802.386962890625,256,1,0.03410014379769564,0.13476643078029155,2.6071019478142263,2.7418703118339183
640,1779266273.960474,2621.488365489,0.016674309968948364,0.0963045284152031,1802.386962890625,256,1,1.4571331094950437,0.1360525932163,2.603539798595011,2.739594222418964
650,1779266301.594353,2649.549827558,0.015695733949542046,0.09046079963445663,1802.386962890625,256,1,0.023433040268719195,0.13714729715138674,2.601291979290545,2.738441202789545
660,1779266329.655635,2677.326595684,0.016401393339037895,0.08784850686788559,1802.386962890625,256,1,0.06251436192542315,0.1347753617912531,2.6073095824569466,2.7420869732275603
670,1779266357.4324071,2705.152732557,0.015601277351379395,0.08774184435606003,1802.386962890625,256,1,0.030145440064370633,0.1379533190280199,2.6081262309104205,2.74608142208308
680,1779266385.2592645,2732.938385789,0.01546532567590475,0.08395521342754364,1802.386962890625,256,1,0.03422814998775721,0.13668579496443273,2.6101538335904477,2.7468414682894946
690,1779266413.0443783,2760.709303782,0.015138089656829834,0.08625837415456772,1802.386962890625,256,1,0.0343471871688962,0.13555177710950375,2.6071564184501765,2.742710256576538
700,1779266440.8152082,2802.296110392,0.015163511037826538,0.086453877389431,1802.386962890625,256,1,0.033009881339967254,0.1361277025192976,2.606156365759671,2.742285919934511
710,1779266482.4020255,2830.306982587,0.01523768063634634,0.07975015044212341,1802.386962890625,256,1,1.4214326763525604,0.13690631426870822,2.598866436444223,2.7357744513079525
720,1779266510.4130437,2858.072274291,0.015427005477249622,0.08348291367292404,1802.386962890625,256,1,0.056188857182860374,0.13679422456771134,2.606727541424334,2.7435235548764467
730,1779266538.1780756,2885.84817696,0.015474691055715084,0.08029317855834961,1802.386962890625,256,1,0.029019729979336262,0.13697521798312665,2.6091501327231525,2.7461274126544595
740,1779266565.9541173,2913.96241733,0.015095867216587067,0.07544123381376266,1802.3870849609375,256,1,0.03232268895953894,0.13463469464331865,2.609083288162947,2.7437196776270865
750,1779266594.0683448,2941.794836108,0.015108627267181873,0.09130984544754028,1802.3875732421875,256,1,0.029095236770808698,0.1247027212753892,2.6562707141041755,2.780975086428225
760,1779266621.9009633,2984.354022685,0.014888040721416473,0.0790032222867012,1802.3875732421875,256,1,0.033719761110842225,0.13720694929361343,2.6108717592433095,2.7480804286897182
770,1779266664.4601178,3012.393994464,0.015640193596482277,0.08747809380292892,1802.3875732421875,256,1,1.509252175502479,0.1371228691190481,2.607845407538116,2.744971275702119
780,1779266692.4999216,3040.195194803,0.015350264497101307,0.08256962895393372,1802.3875732421875,256,1,0.055605705641210076,0.136911328881979,2.610026389732957,2.7469396093860268
790,1779266720.3011525,3067.965469672,0.015069146640598774,0.08130929619073868,1802.3875732421875,256,1,0.03327881880104542,0.13797438610345125,2.607498086988926,2.74547438621521
800,1779266748.0714934,3095.762532064,0.015250367112457752,0.07900704443454742,1802.3875732421875,256,1,0.03230325467884541,0.13441386502236127,2.608718262054026,2.7431342229247093
810,1779266775.8685656,3123.589571088,0.014272651635110378,0.08086418360471725,1802.3875732421875,256,1,0.032180731929838655,0.1370434334501624,2.60912582539022,2.7461711091920735
820,1779266803.6958213,3151.424057575,0.015055181458592415,0.0788610503077507,1802.3875732421875,256,1,0.03308416958898306,0.13512108121067284,2.613011390902102,2.748134557530284
830,1779266831.530063,3194.045031156,0.014857125468552113,0.08497674018144608,1802.3875732421875,256,1,0.03394942842423916,0.13808725140988826,2.609959214925766,2.748048374429345
840,1779266874.151058,3222.051532722,0.014615516178309917,0.07948203384876251,1802.3875732421875,256,1,1.5193567479029297,0.13598288111388684,2.605028725601733,2.7410135263577105
850,1779266902.1575131,3249.960408461,0.014735962264239788,0.0846954882144928,1802.3875732421875,256,1,0.055028296634554864,0.13691984191536904,2.607058393582702,2.7439801122993233
860,1779266930.0663612,3277.790304825,0.014625045470893383,0.0808652862906456,1802.3876953125,256,1,0.035161092877388,0.13451864942908287,2.6072844913229347,2.7418053802102804
870,1779266957.896204,3305.595841171,0.014589224942028522,0.08327308297157288,1802.3876953125,256,1,0.03447829242795706,0.13535809367895127,2.6116540104150774,2.7470142152160406
880,1779266985.7017646,3333.401469984,0.014407736249268055,0.08372222632169724,1802.387939453125,256,1,0.034088353253901006,0.13687037974596022,2.608112736977637,2.7449851099401714
890,1779267013.5072525,3375.795474559,0.014192648231983185,0.08383645862340927,1802.387939453125,256,1,0.03409694749861956,0.13526867851614952,2.6095381742343307,2.744810166954994
900,1779267055.9017346,3403.820144417,0.01415399368852377,0.08505158871412277,1802.387939453125,256,1,1.4971695424988867,0.13602418303489686,2.6046848349273204,2.7407108291983606
910,1779267083.926143,3431.587272432,0.014612490311264992,0.08568508177995682,1802.387939453125,256,1,0.05460430011153221,0.1364691097289324,2.6100528445094824,2.7465238820761444
920,1779267111.6932786,3459.354998822,0.01393140759319067,0.07488971203565598,1802.387939453125,256,1,0.027852043509483337,0.13646653797477484,2.6109169252216815,2.7473856125026943
930,1779267139.460478,3487.163996459,0.014754383824765682,0.09013988822698593,1802.387939453125,256,1,0.030548589862883092,0.13526521679013967,2.6093119049444793,2.744579258561134
940,1779267167.2701895,3514.987651938,0.014411929063498974,0.07672127336263657,1802.387939453125,256,1,0.033044079691171645,0.13739141263067722,2.6090860778465865,2.746479373238981
950,1779267195.094164,3557.724919149,0.014496001414954662,0.07867252081632614,1802.3883056640625,256,1,0.03202175665646791,0.13717449475079774,2.6117630667984484,2.748939990252256
960,1779267237.8311489,3585.395067982,0.014003400690853596,0.07313987612724304,1802.3885498046875,256,1,1.5233386497944594,0.13700724244117737,2.6118218088522553,2.748830842599273
970,1779267265.5013387,3613.387120168,0.014148019254207611,0.07622352242469788,1802.3885498046875,256,1,0.02263981681317091,0.13633991722017527,2.6066240187734366,2.7429658573120834
980,1779267293.4931388,3641.160501844,0.013899651356041431,0.07544275373220444,1802.3885498046875,256,1,0.05304178409278393,0.13640451114624738,2.6081490034237502,2.7445554334670303
990,1779267321.2665453,3668.964240881,0.014357278123497963,0.0811958834528923,1802.3885498046875,256,1,0.029542951844632626,0.13621382042765617,2.610097008012235,2.746312961541116
1000,1779267349.0700624,3715.690079944,0.01384996622800827,0.08260199427604675,1802.3885498046875,256,1,0.031516532599926,0.1371183056384325,2.6101803079247476,2.747300550155342
1000,1779267349.0700624,3715.690079944,0.01384996622800827,0.08260199427604675,1802.3885498046875,256,1,0.031516532599926,0.1371183056384325,2.6101803079247476,2.747300550155342
1010,1779267395.7967682,3743.509999247,0.013593082316219807,0.07074691355228424,1802.3885498046875,256,1,0.6879589999094605,0.133343362249434,2.6079400153830647,2.741285781748593
1020,1779267423.6157048,3786.520308353,0.0138815613463521,0.07814593613147736,1802.388671875,256,1,0.031655114702880384,0.13706814348697663,2.6118282018229366,2.7488981649279594
1030,1779267466.6262088,3814.571044653,0.013047488406300545,0.0740017518401146,1802.388671875,256,1,1.5594837035983802,0.13777395263314246,2.602193671837449,2.7399694718420506
1040,1779267494.6777003,3842.36630733,0.013434271328151226,0.07898113131523132,1802.388671875,256,1,0.05871114358305931,0.1363950025290251,2.6084298154339196,2.744826780259609
1050,1779267522.472406,3870.163905789,0.013868655078113079,0.07254058867692947,1802.388916015625,256,1,0.03315085601061583,0.1346104996278882,2.6101760102435945,2.744790385477245
1060,1779267550.2704048,3897.971933233,0.013231801800429821,0.08178935945034027,1802.388916015625,256,1,0.03334244694560766,0.1367409572005272,2.6081496650353073,2.744892741367221
1070,1779267578.0777383,3925.800089504,0.013694943860173225,0.07358041405677795,1802.388916015625,256,1,0.034777240455150606,0.13673583939671516,2.6078520277515054,2.74458993896842
1080,1779267605.9058425,3968.528458702,0.013587595894932747,0.0753757581114769,1802.388916015625,256,1,0.03463953044265509,0.13593814056366682,2.6105099787935613,2.7464503249153496
1090,1779267648.6346612,3996.533082321,0.013419920578598976,0.0733356922864914,1802.388916015625,256,1,1.5304065829142928,0.13655712064355613,2.6044191675260664,2.740979315340519
1100,1779267676.639173,4024.291972106,0.013261288404464722,0.07613280415534973,1802.388916015625,256,1,0.05454842578619719,0.13773022443056107,2.606674431078136,2.7444066213443876
1110,1779267704.3980515,4052.04936015,0.013085735030472279,0.06609490513801575,1802.388916015625,256,1,0.026474005728960037,0.13788757082074882,2.610127542167902,2.748018501698971
1120,1779267732.1549056,4079.975431015,0.012937364168465137,0.06910091638565063,1802.3890380859375,256,1,0.03243136778473854,0.13442967124283314,2.607070644572377,2.7415024384856226
1130,1779267760.081344,4107.786535933,0.013301350176334381,0.07112844288349152,1802.3895263671875,256,1,0.033612074330449104,0.15032659992575645,2.6071513367816808,2.7574798807501795
1140,1779267787.8928697,4135.572384216,0.012569059617817402,0.06495434790849686,1802.3895263671875,256,1,0.03480002265423536,0.13624619785696268,2.6084421940147875,2.7446903705596926
1150,1779267815.6782904,4178.209494461,0.01320651825517416,0.07744760066270828,1802.3895263671875,256,1,0.03444866333156824,0.1354429390281439,2.607112971320748,2.7425578305497766
1160,1779267858.3152833,4206.305348681,0.013654573820531368,0.07340671867132187,1802.3895263671875,256,1,1.522932710312307,0.13732718732208013,2.601827703602612,2.739156746119261
1170,1779267886.4117215,4234.118200608,0.013422547839581966,0.07330109924077988,1802.3896484375,256,1,0.05945405662059784,0.13727000560611485,2.611362287029624,2.748634166456759
1180,1779267914.224112,4261.916884487,0.01271287351846695,0.06661589443683624,1802.3896484375,256,1,0.03389194682240486,0.13609663471579553,2.609641755744815,2.7457408223301174
1190,1779267942.0232575,4289.709004081,0.013401992619037628,0.07792894542217255,1802.3896484375,256,1,0.03313567414879799,0.135250511020422,2.609992239624262,2.745244817622006
1200,1779267969.815075,4317.526294883,0.013238633051514626,0.07165559381246567,1802.3896484375,256,1,0.03446773011237383,0.1369254682213068,2.6061710309237243,2.7430984595790506
1210,1779267997.6321964,4360.143804085,0.012959386222064495,0.07213503122329712,1802.389892578125,256,1,0.03517509810626507,0.13740730807185172,2.6077114656567573,2.745120744407177
1220,1779268040.2497392,4388.201658162,0.012863445095717907,0.06730864197015762,1802.389892578125,256,1,1.5223142636939884,0.13633588142693043,2.601426798850298,2.737765845656395
1230,1779268068.307555,4415.952424849,0.012842564843595028,0.06699465960264206,1802.3902587890625,256,1,0.05733976159244776,0.13826021775603295,2.6087504452094437,2.7470125975087285
1240,1779268096.058274,4443.720234736,0.012487517669796944,0.06806840002536774,1802.3905029296875,256,1,0.03193579148501158,0.1366288136690855,2.604995319992304,2.7416261808946727
1250,1779268123.8265057,4471.515225629,0.01258216705173254,0.0733671560883522,1802.3905029296875,256,1,0.030394966900348663,0.1384559018537402,2.606334221176803,2.7447934970259666
1260,1779268151.6219208,4499.315342163,0.012591484002768993,0.06786879152059555,1802.3905029296875,256,1,0.03264188729226589,0.13867893386632205,2.6068744860589503,2.7455552272498607
1270,1779268179.4212716,4542.241748611,0.012465517967939377,0.06499630212783813,1802.390625,256,1,0.035578997991979125,0.1375894993543625,2.6053715221583844,2.7429629787802696
1280,1779268222.347853,4569.95756832,0.012688659131526947,0.0663076862692833,1802.390625,256,1,1.549979661591351,0.1346701903268695,2.6065247623249888,2.7411981023848058
1290,1779268250.0641263,4598.036772956,0.012755150906741619,0.07138727605342865,1802.390869140625,256,1,0.02720497827976942,0.13791869580745697,2.605072073638439,2.742992579564452
1300,1779268278.1431134,4625.770258153,0.012719032354652882,0.06970938295125961,1802.390869140625,256,1,0.059466727264225486,0.1378399794921279,2.6091218277812005,2.7469635823741556
1310,1779268305.8769946,4653.517215426,0.012326418422162533,0.07206125557422638,1802.390869140625,256,1,0.029614141769707204,0.1365864496678114,2.605823585949838,2.742411786131561
1320,1779268333.62303,4681.273558807,0.01271126139909029,0.06896913796663284,1802.390869140625,256,1,0.03147699646651745,0.13579360861331224,2.605970151536167,2.7417656162753703
1330,1779268361.3795743,4709.052045113,0.012506681494414806,0.07202869653701782,1802.390869140625,256,1,0.032205659337341784,0.13670600280165673,2.605185694620013,2.7418932972475885
1340,1779268389.1584723,4751.429379413,0.012917001731693745,0.06657595187425613,1802.390869140625,256,1,0.03422305081039667,0.13758293241262437,2.604597020894289,2.7421817207708954
1350,1779268431.5353663,4779.473641473,0.012448764406144619,0.07152269035577774,1802.3912353515625,256,1,1.4982513584196568,0.13736997749656438,2.6005161607638003,2.7378889031708242
1360,1779268459.5797324,4807.253075247,0.012134669348597527,0.0688268169760704,1802.3914794921875,256,1,0.05528272464871407,0.1375889902934432,2.610153277218342,2.7477438632398843
1370,1779268487.3598008,4835.250353007,0.012415069155395031,0.06587371975183487,1802.3914794921875,256,1,0.029472490213811396,0.13864461313933135,2.6083873668685555,2.747033687867224
1380,1779268515.1136174,4863.031731175,0.012434314005076885,0.07140500098466873,1802.3914794921875,256,1,0.028062932565808295,0.14121272265911103,2.6046778324991466,2.745895394682884
1390,1779268543.1382506,4890.793438408,0.01258177775889635,0.07425738126039505,1802.3916015625,256,1,0.032050129026174545,0.13822244834154845,2.6065769320353867,2.744801146350801
1400,1779268570.899437,4932.771608926,0.012746425345540047,0.06586475670337677,1802.391845703125,256,1,0.035153582505881784,0.1369121666997671,2.602603873796761,2.73951801545918
1410,1779268612.878011,4960.833604118,0.012379332445561886,0.06109076365828514,1802.391845703125,256,1,1.4594125179573894,0.13768634852021933,2.5993592690676453,2.737047336064279
1420,1779268640.9396594,4988.590123327,0.012320703826844692,0.07378640025854111,1802.391845703125,256,1,0.06282733958214522,0.13535623140633107,2.6062939992174505,2.7416521474719047
1430,1779268668.6965508,5016.404719068,0.012191074900329113,0.07043590396642685,1802.3924560546875,256,1,0.031743414141237734,0.13626050408929585,2.60609548445791,2.7423580903559923
1440,1779268696.510624,5044.191537987,0.012196150608360767,0.06703709810972214,1802.3924560546875,256,1,0.03075266778469086,0.1378468444570899,2.6112651975825427,2.749114111624658
1450,1779268724.2973619,5072.167496668,0.012047075666487217,0.07603750377893448,1802.3924560546875,256,1,0.033124485053122044,0.1368171863257885,2.607220143266022,2.7440393075346945
1460,1779268752.2736723,5100.013134345,0.012007334269583225,0.06908205151557922,1802.3924560546875,256,1,0.05348271075636148,0.1275754863396287,2.6150574453175066,2.7426389820873736
1470,1779268780.118986,5141.56494107,0.012046277523040771,0.0650208592414856,1802.392578125,256,1,0.037805001437664035,0.1378834767267108,2.6071776995435356,2.7450648022815587
1480,1779268821.670724,5169.571288768,0.012144808657467365,0.06948789954185486,1802.392578125,256,1,1.4132189646363258,0.13701009564101696,2.603336062468588,2.740348129160702
1490,1779268849.6772714,5197.328164323,0.011663533747196198,0.060896676033735275,1802.392578125,256,1,0.05584645662456751,0.13701000083237885,2.6062413446605204,2.7432533057406543
1500,1779268877.4341602,5225.088284528,0.01221800409257412,0.0643933117389679,1802.392822265625,256,1,0.03366187270730734,0.13684197552502156,2.6036234250292183,2.7404674483463167
1510,1779268905.1944876,5252.85969341,0.0118900490924716,0.06486471742391586,1802.392822265625,256,1,0.03273738045245409,0.1361030012369156,2.605479387193918,2.741585351154208
1520,1779268932.9655392,5280.598709633,0.012033882550895214,0.06933105736970901,1802.392822265625,256,1,0.03397411461919546,0.13703581504523754,2.604499355889857,2.7415370464324953
1530,1779268960.7050474,5323.411951516,0.012071270495653152,0.07468508183956146,1802.392822265625,256,1,0.034011879935860634,0.13714036401361226,2.6012946097180247,2.738436935469508
1540,1779269003.5180476,5351.431265456,0.011625629849731922,0.06322654336690903,1802.3934326171875,256,1,1.540715229138732,0.13758592288941146,2.601468219421804,2.739056854508817
1550,1779269031.5378237,5379.213053858,0.012022149749100208,0.06706488132476807,1802.3934326171875,256,1,0.05535721555352211,0.13782592881470918,2.6073773693293334,2.7452051283791663
1560,1779269059.3195486,5406.98259434,0.01200124528259039,0.07085727900266647,1802.3935546875,256,1,0.032517511397600174,0.1380090719088912,2.606291628815234,2.744302652031183
1570,1779269087.0890224,5434.732934065,0.011580366641283035,0.06971868127584457,1802.393798828125,256,1,0.03218083642423153,0.1352780932560563,2.607874769717455,2.7431550189852714
1580,1779269114.8393605,5462.497346075,0.01198501791805029,0.06616871058940887,1802.393798828125,256,1,0.034092189930379393,0.13666360173374414,2.602796527929604,2.7394620506092906
1590,1779269142.6038618,5504.43904823,0.011666792444884777,0.07195086777210236,1802.3944091796875,256,1,0.03365910705178976,0.1370957439765334,2.6042510967701675,2.741348836570978
1600,1779269184.5457683,5532.095342486,0.011974790133535862,0.07343991845846176,1802.3944091796875,256,1,1.4512237943708897,0.1363570550456643,2.604967361316085,2.741326142847538
1610,1779269212.20185,5560.09574082,0.0110783651471138,0.06324882060289383,1802.3944091796875,256,1,0.024558191187679768,0.13742040283977985,2.6021779706701635,2.739600371941924
1620,1779269240.2019782,5587.801943234,0.011901582591235638,0.06598367542028427,1802.39453125,256,1,0.05516090802848339,0.13632710687816144,2.6068671841174362,2.743196151033044
1630,1779269267.9078538,5615.542474547,0.011696642264723778,0.06347829848527908,1802.39453125,256,1,0.028008847683668136,0.1379902746528387,2.603314426727593,2.7413066253066063
